rfq_id,characteristic,error_type,predicted_value,actual_value
RFQ731-000239,stromEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,AS,IS1
RFQ731-000240,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000240,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000240,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000240,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000240,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000240,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000240,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000240,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000240,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000240,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000241,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000241,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000241,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000241,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000241,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000241,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000241,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000241,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000242,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000242,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000242,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000242,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000242,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,S
RFQ731-000242,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000242,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000242,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000242,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000243,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000243,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000243,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-000243,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000243,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000243,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000243,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000243,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000244,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,MN
RFQ731-000244,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000244,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-000244,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000244,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000244,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000244,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000244,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000245,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000245,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,CA
RFQ731-000245,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000245,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000245,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000245,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000246,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000246,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000246,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000246,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000246,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000246,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000246,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000246,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000246,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000247,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000247,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000247,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000247,characteristic,MISSED_REQUIREMENT,NOVALUE,ST
RFQ731-000247,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000247,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000247,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000247,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000247,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000247,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000247,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000247,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000247,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000247,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000248,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000248,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000248,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000248,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000248,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000248,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000248,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000248,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000248,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-000248,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000249,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000249,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000249,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000249,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000249,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000249,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000249,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000249,stromEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,AS,IS1
RFQ731-000249,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000250,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000250,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000250,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000250,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000250,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000250,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000250,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-000250,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000251,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000251,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000251,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000251,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000251,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000251,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-000251,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000251,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000251,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000251,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000252,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000252,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000252,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000252,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000252,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000252,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000252,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000252,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000253,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000253,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000253,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000253,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000253,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000254,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000254,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000254,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000254,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000254,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000254,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000254,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000254,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000255,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000255,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000255,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000255,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000255,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000255,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000255,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000255,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000256,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000256,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000256,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000256,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000256,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000256,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000256,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000256,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000256,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000256,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000256,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000256,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000256,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000257,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000257,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000257,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000257,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000257,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000257,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000257,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000258,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000258,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000258,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000258,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000258,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000258,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000258,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000258,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000258,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000258,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000258,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-000258,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000259,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000259,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000259,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000259,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000259,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000259,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000259,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000259,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000259,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000259,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000259,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000260,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000260,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000260,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000260,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000260,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000260,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000260,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000260,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000260,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000261,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000261,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000261,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000261,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000261,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000261,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000261,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000261,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000261,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000262,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000262,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,MN
RFQ731-000262,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000262,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-000262,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000262,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000262,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000262,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000263,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000263,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000263,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000263,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000263,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-000263,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000263,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000263,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000263,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000263,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000263,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000264,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000264,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-000264,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000264,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000264,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000264,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000264,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000264,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000265,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000265,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000265,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000265,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000265,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000265,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000265,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000266,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000266,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000266,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000266,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000266,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000266,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000266,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000266,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000266,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000266,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000267,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000267,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,MN
RFQ731-000267,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000267,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000267,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000267,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000267,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000267,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000268,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000268,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000268,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000268,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000268,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000268,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000268,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000268,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000268,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000269,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000269,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000269,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-000269,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000269,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000269,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000269,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000269,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000269,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000270,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-000270,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,CN
RFQ731-000270,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-000270,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000270,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000270,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000270,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS2
RFQ731-000271,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP2
RFQ731-000271,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000271,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,PW
RFQ731-000271,dataInterface,MISSED_REQUIREMENT,NOVALUE,MR
RFQ731-000271,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-000271,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000271,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000271,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000272,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000272,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000272,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000272,devCategory,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-000272,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-000272,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000272,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000272,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000272,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000273,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000273,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,MN
RFQ731-000273,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-000273,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-000273,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000273,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000273,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-000273,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000274,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-000274,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-000274,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-000274,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-000274,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000274,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000274,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-000274,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-000275,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-000275,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,CN
RFQ731-000275,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-000275,dataInterface,FALSE_POSITIVE_OR_WRONG_VALUE,AS,NN
RFQ731-000275,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000275,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-000275,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-000275,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-000275,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-000276,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-000276,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-000276,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-000276,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-000276,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-000276,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
