rfq_id,sentence_index,characteristic,internal_value,confidence,characteristic_phrase,value_phrase,source_sentence,v4_threshold,v4_decision
RFQ731-001280,8,certification,NN,1.585365853658537,standard certification package,standard certification package,We would prefer the standard certification package.,0.3,ACCEPT
RFQ731-001280,2,characteristic,GP,1.6975609756097567,we require standard process configuration,we require standard process configuration,We require standard process configuration.,1.3,ACCEPT
RFQ731-001280,16,customUserFluid,1,2.0470588235294125,we require custom fluid configuration,we require custom fluid configuration,We require custom fluid configuration.,1.3,ACCEPT
RFQ731-001280,9,dataInterface,NN,1.691176470588235,standard communication,standard communication,The application requires standard communication capability.,1.3,ACCEPT
RFQ731-001280,14,dev_advMeterVerification,1,2.2058823529411766,consider advanced meter verification as,consider advanced meter verification as,Please consider advanced meter verification as a preferred option.,1.5,ACCEPT
RFQ731-001280,15,dynamicGasMaster,1,1.1979166666666663,enhanced gas,enhanced gas,The equipment is required to support enhanced gas measurement capability.,1.1,ACCEPT
RFQ731-001280,7,explosionApproval,A,1.660214634146342,in a protected hazardous area,in a protected hazardous area,The proposed solution must provide installation in a protected hazardous area.,1.5,ACCEPT
RFQ731-001280,6,explosionApproval,K,1.691176470588235,explosionapproval configuration,explosionapproval configuration,The equipment is required to support the required explosionApproval configuration.,1.5,ACCEPT
RFQ731-001280,17,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001280,5,numberOfChannels,1,1.5434823529411767,we would like a single,we would like a single,"Where available, we would like a single measurement channel.",1.1,ACCEPT
RFQ731-001280,4,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,The proposed solution must provide the standard electrical supply option.,1.5,ACCEPT
RFQ731-001280,7,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The proposed solution must provide installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-001280,10,stromEingaenge,IS1,1.7858455882352944,provide one current input,provide one current input,"If possible, please provide one current input.",1.5,ACCEPT
RFQ731-001280,11,temperaturEingaenge,TT1,1.741176470588235,provide one temperature measurement input,provide one temperature measurement input,"If possible, please provide one temperature measurement input.",1.2,ACCEPT
RFQ731-001280,13,waveInjector,FWI,1.354166666666667,consider advanced low-temperature,consider advanced low-temperature,Please consider advanced low-temperature measurement capability as a preferred option.,1.2,ACCEPT
RFQ731-001281,12,binaerDigitalOpenColl_MN,MN1,1.585365853658537,digital open-collector input,digital open-collector input,The equipment is required to support a digital open-collector input.,1.4,ACCEPT
RFQ731-001281,8,certification,NN,1.585365853658537,standard certification package,standard certification package,We require the standard certification package.,0.3,ACCEPT
RFQ731-001281,2,characteristic,ST,1.4024390243902445,standard-temperature service,standard-temperature service,The application requires standard-temperature service.,1.3,ACCEPT
RFQ731-001281,14,customUserFluid,1,2.1323529411764706,customer-specific fluid definition as,customer-specific fluid definition as,Please consider a customer-specific fluid definition as a preferred option.,1.3,ACCEPT
RFQ731-001281,9,dataInterface,NN,1.7858455882352944,we require standard communication,we require standard communication,We require standard communication capability.,1.3,ACCEPT
RFQ731-001281,13,dev_advMeterVerification,1,2.0470588235294125,must provide advanced meter verification,must provide advanced meter verification,The proposed solution must provide advanced meter verification.,1.5,ACCEPT
RFQ731-001281,6,explosionApproval,N,1.911764705882353,standard non-hazardous-area installation,standard non-hazardous-area installation,We would prefer standard non-hazardous-area installation.,1.5,ACCEPT
RFQ731-001281,16,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001281,5,numberOfChannels,1,1.241869918699187,one measurement channel,one measurement channel,The application requires one measurement channel.,1.1,ACCEPT
RFQ731-001281,4,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,The application requires the standard electrical supply option.,1.5,ACCEPT
RFQ731-001281,15,steamApplication,H,1.4024390243902445,steamapplication configuration,steamapplication configuration,The application requires the required steamApplication configuration.,0.2,ACCEPT
RFQ731-001281,10,stromSchaltbar,CS1,1.4809451219512195,provide switchable current-output functionality,provide switchable current-output functionality,"If possible, please provide switchable current-output functionality.",1.2,ACCEPT
RFQ731-001281,11,temperaturEingaenge,TT1,1.741176470588235,consider temperature measurement capability as,consider temperature measurement capability as,Please consider temperature measurement capability as a preferred option.,1.2,ACCEPT
RFQ731-001281,13,waveInjector,FWI,1.2333333333333334,proposed solution must provide advanced,proposed solution must provide advanced,The proposed solution must provide advanced meter verification.,1.2,ACCEPT
RFQ731-001282,13,binaerOpenColl_MP,MP1,1.241869918699187,an open-collector input,an open-collector input,The equipment is required to support an open-collector input capability.,1.2,ACCEPT
RFQ731-001282,9,certification,NN,1.585365853658537,standard certification package,standard certification package,We require the standard certification package.,0.3,ACCEPT
RFQ731-001282,3,characteristic,ST,1.4809451219512195,must provide standard temperature,must provide standard temperature,The proposed solution must provide standard temperature application.,1.3,ACCEPT
RFQ731-001282,15,customUserFluid,1,2.2058823529411766,we would prefer custom fluid,we would prefer custom fluid,We would prefer custom fluid configuration.,1.3,ACCEPT
RFQ731-001282,10,dynamicGasMaster,1,1.2333333333333334,proposed solution must provide enhanced,proposed solution must provide enhanced,The proposed solution must provide enhanced communication capability.,1.1,ACCEPT
RFQ731-001282,17,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-001282,6,numberOfChannels,2,1.2195121951219514,dual-channel,dual-channel,"If possible, please provide dual-channel measurement.",1.1,ACCEPT
RFQ731-001282,5,powerSupply,1,1.6975609756097567,we require standard power supply,we require standard power supply,We require standard power supply.,1.5,ACCEPT
RFQ731-001282,8,protectionArea,2,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The application requires operation in a hazardous area with the applicable protection requirements.,1.3,ACCEPT
RFQ731-001282,16,steamApplication,H,1.4024390243902445,steamapplication configuration,steamapplication configuration,The proposed solution must provide the required steamApplication configuration.,0.2,ACCEPT
RFQ731-001282,11,stromSchaltbar,CS1,1.241869918699187,a switchable current-output,a switchable current-output,The equipment is required to support a switchable current-output capability.,1.2,ACCEPT
RFQ731-001282,14,temperaturEingaenge,TT1,1.2649739583333337,must provide advanced low-temperature,must provide advanced low-temperature,The proposed solution must provide advanced low-temperature measurement capability.,1.2,ACCEPT
RFQ731-001282,14,waveInjector,FWI,1.2649739583333337,must provide advanced low-temperature,must provide advanced low-temperature,The proposed solution must provide advanced low-temperature measurement capability.,1.2,ACCEPT
RFQ731-001283,13,binaerOpenColl_MP,MP1,1.4439024390243906,must provide an open-collector input,must provide an open-collector input,The proposed solution must provide an open-collector input capability.,1.2,ACCEPT
RFQ731-001283,8,certification,NN,1.585365853658537,standard certification documentation,standard certification documentation,The application requires standard certification documentation.,0.3,ACCEPT
