rfq_id,true_configuration_id,recommended_configuration_id,true_package,recommended_package,top1_score,top1_matches,top1_contradictions,top1_coverage,true_rank,requirements_used
RFQ731-000895,CFG731_3cfe26a4a6491587,CFG731_04a53b6cc81d57d6,x731,x731,40.714285714285715,12,1,0.8571428571428571,4,14
RFQ731-000896,CFG731_17dba025c91c278d,CFG731_17dba025c91c278d,x731,x731,54.0,14,0,1.0,1,14
RFQ731-000897,CFG731_2205a8cc5d1ff08b,CFG731_f1355b6f00fd7f67,x731,x731,45.857142857142854,13,1,0.9285714285714286,9,14
RFQ731-000898,CFG731_5076f1c2c0488d0e,CFG731_cd1c2b236ffda331,F731WD_DualChannel,F731WD_DualChannel,40.0,10,0,1.0,2,10
RFQ731-000899,CFG731_1147f9711c4bff84,CFG731_e8e7b7513a5c9544,x731,x731,33.714285714285715,12,2,0.8571428571428571,3,14
RFQ731-000900,CFG731_f0496d00d34377f6,CFG731_24648603ca730481,x731,x731,48.714285714285715,12,0,0.8571428571428571,9,14
RFQ731-000901,CFG731_491a198d9cd06e17,CFG731_5e61ce3b60d15e11,x731,x731,50.86666666666667,14,1,0.9333333333333333,6,15
RFQ731-000902,CFG731_50a4a25852666336,CFG731_10085782ed0991cf,G731ST-LT,G731ST-LT,51.0,13,0,1.0,5,13
RFQ731-000903,CFG731_1dfb5999b1debe3a,CFG731_c7ca2f069d01e42d,G731CA,G731CA,45.857142857142854,13,1,0.9285714285714286,6,14
RFQ731-000904,CFG731_d5a8b991307aace7,CFG731_3b2a32abbf148ca1,x731,x731,52.875,15,1,0.9375,13,16
RFQ731-000905,CFG731_508d465d4c518290,CFG731_b97ce0f180acf155,G731CA,G731CA,41.714285714285715,12,1,0.8571428571428571,3,14
RFQ731-000906,CFG731_83a3644f76b45069,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,G731ST-HT,48.64705882352941,14,1,0.8235294117647058,4,17
RFQ731-000907,CFG731_b7c1a02b25610507,CFG731_07fb816f7dc25bc8,F731TE,F731TE,23.636363636363637,9,2,0.8181818181818182,4,11
RFQ731-000908,CFG731_be171d4bbfab2b66,CFG731_be171d4bbfab2b66,x731,x731,59.0,15,0,1.0,1,15
RFQ731-000909,CFG731_8f2f3a7ba66ea526,CFG731_ce4c7976fe8fc47b,x731,x731,51.0,13,0,1.0,7,13
RFQ731-000910,CFG731_6886c948a9d1ec0c,CFG731_07fb816f7dc25bc8,F731TE,F731TE,31.466666666666665,11,2,0.7333333333333333,5,15
RFQ731-000911,CFG731_1f0c09edcd967945,CFG731_1f0c09edcd967945,x731,x731,42.714285714285715,12,1,0.8571428571428571,1,14
RFQ731-000912,CFG731_631dadb7c0c7adf5,CFG731_2322a268d0a898f9,x731,x731,49.86666666666667,14,1,0.9333333333333333,10,15
RFQ731-000913,CFG731_bbd32ea73f3dabf1,CFG731_0fdf5c36c9c41e69,G731ST-LT,G731ST-LT,45.857142857142854,13,1,0.9285714285714286,8,14
RFQ731-000914,CFG731_910ee0b4b8287063,CFG731_cf543b1c3927ab71,x731,x731,52.0,13,0,1.0,47,13
RFQ731-000915,CFG731_5d88e63d941ec6fd,CFG731_5d88e63d941ec6fd,x731,x731,55.0,14,0,1.0,1,14
RFQ731-000916,CFG731_15f034f7c265528f,CFG731_8c50542218db5cb0,x731,x731,46.625,13,1,0.8125,3,16
RFQ731-000917,CFG731_b3ed2928d6d65710,CFG731_b3ed2928d6d65710,G731ST-HT,G731ST-HT,53.0,13,0,1.0,1,13
RFQ731-000918,CFG731_c3b5b1049b2ed7bb,CFG731_747411fe70ba8e8d,x731,x731,50.0,13,0,1.0,12,13
RFQ731-000919,CFG731_d8c69b7395beabbb,CFG731_07fb816f7dc25bc8,F731TE,F731TE,34.666666666666664,10,1,0.8333333333333334,6,12
RFQ731-000920,CFG731_3d79b5ed69541acc,CFG731_219ac3d01befd6d1,x731,x731,43.733333333333334,13,1,0.8666666666666667,17,15
RFQ731-000921,CFG731_9548d55d92816998,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,51.857142857142854,13,0,0.9285714285714286,50,14
RFQ731-000922,CFG731_910ee0b4b8287063,CFG731_ac352f2a7f2cc7ab,x731,x731,37.57142857142857,11,1,0.7857142857142857,11,14
RFQ731-000923,CFG731_58b9913d8024b015,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,46.84615384615385,12,0,0.9230769230769231,12,13
RFQ731-000924,CFG731_1434e7eedafa69d1,CFG731_f1355b6f00fd7f67,x731,x731,33.666666666666664,10,1,0.8333333333333334,304,12
RFQ731-000925,CFG731_b46f92852addf866,CFG731_eb70dc35972dc4b7,G731ST-HT,G731ST-HT,49.0,12,0,1.0,6,12
RFQ731-000926,CFG731_b7a7770d19b6f648,CFG731_2a989bd6dba74d9f,G731ST-HT,G731ST-HT,52.857142857142854,13,0,0.9285714285714286,4,14
RFQ731-000927,CFG731_57b3b3a6958ee330,CFG731_9fcbeaf9d5010d3a,x731,x731,47.0,12,0,1.0,3,12
RFQ731-000928,CFG731_f2a296f2bedae0e8,CFG731_7b2f69a7ca55041b,G731ST-HT,G731ST-HT,54.86666666666667,14,0,0.9333333333333333,5,15
RFQ731-000929,CFG731_5feb84333ab424ba,CFG731_8c50542218db5cb0,x731,x731,40.625,13,2,0.8125,18,16
RFQ731-000930,CFG731_c41fd04f9eea78e7,CFG731_24648603ca730481,x731,x731,44.833333333333336,11,0,0.9166666666666666,2,12
RFQ731-000931,CFG731_b761b914f76d159e,CFG731_927f189839c665ae,x731,x731,47.0,12,0,1.0,19,12
RFQ731-000932,CFG731_f879c0aaba152069,CFG731_27b6b45b43224be7,x731,x731,43.857142857142854,13,1,0.9285714285714286,12,14
RFQ731-000933,CFG731_186348c5f967a6f7,CFG731_70b38ab75d3ca724,x731,x731,50.86666666666667,14,1,0.9333333333333333,2,15
RFQ731-000934,CFG731_ade755d80d357018,CFG731_3b2a32abbf148ca1,x731,x731,47.86666666666667,14,1,0.9333333333333333,44,15
RFQ731-000935,CFG731_3b56310e368fd60f,CFG731_33fed5318b1a4f2f,x731,x731,47.857142857142854,13,1,0.9285714285714286,2,14
RFQ731-000936,CFG731_7962ce0b7d875608,CFG731_482678d927834b42,x731,x731,48.0,12,0,1.0,2,12
RFQ731-000937,CFG731_cc50cacf788bd84a,CFG731_83f956404d04e6cd,x731,x731,53.0,14,0,1.0,2,14
RFQ731-000938,CFG731_59f86789e43d86f1,CFG731_59f86789e43d86f1,x731,x731,63.0,16,0,1.0,1,16
RFQ731-000939,CFG731_5247c83d5f005ead,CFG731_3b2a32abbf148ca1,x731,x731,45.857142857142854,13,1,0.9285714285714286,5,14
RFQ731-000940,CFG731_5a14e01af9745dda,CFG731_353333bad447dbef,x731,x731,45.857142857142854,13,1,0.9285714285714286,2,14
RFQ731-000941,CFG731_36d7686aca1200ae,CFG731_2d0a81ff4ec49480,x731,x731,53.875,15,1,0.9375,5,16
RFQ731-000942,CFG731_2eea910b2403bc4c,CFG731_eb70dc35972dc4b7,G731ST-HT,G731ST-HT,47.84615384615385,12,0,0.9230769230769231,2,13
RFQ731-000943,CFG731_b7c1a02b25610507,CFG731_07fb816f7dc25bc8,F731TE,F731TE,25.636363636363637,9,2,0.8181818181818182,4,11
RFQ731-000944,CFG731_63eca10a00ae1f5d,CFG731_8b18ac1c34209d63,G731ST-HT,G731ST-HT,44.857142857142854,13,1,0.9285714285714286,2,14
RFQ731-000945,CFG731_dca3d8725270dd93,CFG731_6b36d25fda044bf5,x731,x731,58.0,15,0,1.0,3,15
RFQ731-000946,CFG731_d4dafb658c85c692,CFG731_3b2a32abbf148ca1,x731,x731,52.875,15,1,0.9375,7,16
RFQ731-000947,CFG731_5be384035f37d372,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,38.833333333333336,11,1,0.9166666666666666,17,12
RFQ731-000948,CFG731_7308ee8503151ef3,CFG731_7308ee8503151ef3,x731,x731,57.77777777777778,16,1,0.8888888888888888,1,18
RFQ731-000949,CFG731_f79503cf8f87ea49,CFG731_07fb816f7dc25bc8,F731TE,F731TE,31.636363636363637,9,1,0.8181818181818182,3,11
RFQ731-000950,CFG731_5cae68c0a1d5db32,CFG731_f1355b6f00fd7f67,x731,x731,39.84615384615385,12,1,0.9230769230769231,5,13
RFQ731-000951,CFG731_af36a6c70f11950b,CFG731_241d60e6ef5278be,x731,x731,43.714285714285715,12,1,0.8571428571428571,13,14
RFQ731-000952,CFG731_ef02695e374fc418,CFG731_c39096767a7ae083,x731,x731,54.0,14,0,1.0,5,14
RFQ731-000953,CFG731_633572f6d3593691,CFG731_633572f6d3593691,x731,x731,37.733333333333334,13,2,0.8666666666666667,1,15
RFQ731-000954,CFG731_84352197821d09de,CFG731_bbffb73f3dff6787,G731ST-HT,G731ST-HT,46.857142857142854,13,1,0.9285714285714286,6,14
RFQ731-000955,CFG731_b1531976c0d80b4a,CFG731_da02526d254e2e35,x731,x731,60.0,15,0,1.0,8,15
RFQ731-000956,CFG731_faff6da73df00950,CFG731_b97ce0f180acf155,G731CA,G731CA,52.0,13,0,1.0,3,13
RFQ731-000957,CFG731_45cf7219dd66904b,CFG731_45cf7219dd66904b,x731,x731,62.0,16,0,1.0,1,16
RFQ731-000958,CFG731_de371e3e32a80802,CFG731_9db378257f9cf6a7,x731,x731,51.0,13,0,1.0,4,13
RFQ731-000959,CFG731_bbcb665ced67f8c3,CFG731_696639c1a9f714c1,x731,x731,60.875,15,0,0.9375,2,16
RFQ731-000960,CFG731_515a31451814aae9,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,40.714285714285715,12,1,0.8571428571428571,50,14
RFQ731-000961,CFG731_844c64c49c2e5514,CFG731_9fcbfc87f6f15988,x731,x731,57.875,15,0,0.9375,2,16
RFQ731-000962,CFG731_515a31451814aae9,CFG731_e03b41992c837b34,G731ST-LT,G731ST-LT,43.733333333333334,13,1,0.8666666666666667,10,15
RFQ731-000963,CFG731_0ef26d136a7182e8,CFG731_8d07e19298d09d34,x731,x731,38.69230769230769,11,1,0.8461538461538461,17,13
RFQ731-000964,CFG731_3ada8d565667279d,CFG731_34e092c266a308aa,x731,x731,46.857142857142854,13,1,0.9285714285714286,22,14
RFQ731-000965,CFG731_b30ceef5c5f902ca,CFG731_b3ed2928d6d65710,G731ST-HT,G731ST-HT,45.0,11,0,1.0,3,11
RFQ731-000966,CFG731_ee8e327bbb737abf,CFG731_6357400dd5c2804a,F731WD_SingleChannel,F731WD_SingleChannel,29.8,9,1,0.9,5,10
RFQ731-000967,CFG731_9637b2f8d628ff9d,CFG731_e08dfad4737be3d9,x731,x731,45.857142857142854,13,1,0.9285714285714286,2,14
RFQ731-000968,CFG731_ad85e442c9239be7,CFG731_b3ed2928d6d65710,G731ST-HT,G731ST-HT,49.0,12,0,1.0,26,12
RFQ731-000969,CFG731_d2a75fda6f761c1b,CFG731_d2a75fda6f761c1b,G731CA,G731CA,48.84615384615385,12,0,0.9230769230769231,1,13
RFQ731-000970,CFG731_aa68f1da5062cc70,CFG731_04a53b6cc81d57d6,x731,x731,49.75,14,1,0.875,11,16
RFQ731-000971,CFG731_9c6b16fef6d02aaf,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,48.0,12,0,1.0,50,12
RFQ731-000972,CFG731_5164655533c6a8d0,CFG731_54559f782190a122,F731TE,F731TE,33.57142857142857,11,2,0.7857142857142857,2,14
RFQ731-000973,CFG731_c775e192f3d489e9,CFG731_241d60e6ef5278be,x731,x731,40.84615384615385,12,1,0.9230769230769231,28,13
RFQ731-000974,CFG731_2cb814ee06486282,CFG731_817824ee3a762453,G731CA,G731CA,40.0,10,0,1.0,2,10
RFQ731-000975,CFG731_bc9146cb8459e9c2,CFG731_a40ab19ad6671fbe,G731ST-LT,G731ST-LT,50.75,14,1,0.875,4,16
RFQ731-000976,CFG731_7f60255816247683,CFG731_7f60255816247683,x731,x731,63.0,16,0,1.0,1,16
RFQ731-000977,CFG731_8634a8a0a780401d,CFG731_241d60e6ef5278be,x731,x731,46.857142857142854,13,1,0.9285714285714286,67,14
RFQ731-000978,CFG731_c585b182e5ecfc9a,CFG731_4e59e6fc4174afa3,x731,x731,30.8,9,1,0.9,2,10
RFQ731-000979,CFG731_1962af6277da6f54,CFG731_54559f782190a122,F731TE,F731TE,37.714285714285715,12,2,0.8571428571428571,2,14
RFQ731-000980,CFG731_d03860c1f327a8d1,CFG731_9f9bc93c4b0253cf,G731ST-HT,G731ST-HT,44.55555555555556,14,2,0.7777777777777778,2,18
RFQ731-000981,CFG731_b7c1a02b25610507,CFG731_07fb816f7dc25bc8,F731TE,F731TE,37.0,9,0,1.0,8,9
RFQ731-000982,CFG731_8f2f3a7ba66ea526,CFG731_3611bb1fba248e38,x731,x731,55.0,14,0,1.0,3,14
RFQ731-000983,CFG731_5789f006b670582c,CFG731_e1c54b5b080fabb2,x731,x731,31.692307692307693,11,2,0.8461538461538461,9,13
RFQ731-000984,CFG731_2a738780f0517f67,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,45.625,13,1,0.8125,3,16
RFQ731-000985,CFG731_b8db8783f5774853,CFG731_e8e7b7513a5c9544,x731,x731,35.714285714285715,12,2,0.8571428571428571,10,14
RFQ731-000986,CFG731_0bc9c3b6375d4380,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,46.84615384615385,12,0,0.9230769230769231,4,13
RFQ731-000987,CFG731_fe424f85d85e1c0c,CFG731_3c119308d8305ad4,x731,x731,49.86666666666667,14,1,0.9333333333333333,9,15
RFQ731-000988,CFG731_de32c30417f0baf1,CFG731_337790e6bbcf15f4,x731,x731,48.0,13,0,1.0,4,13
RFQ731-000989,CFG731_691a8f2ff165671d,CFG731_691a8f2ff165671d,G731CA,G731CA,37.0,9,0,1.0,1,9
RFQ731-000990,CFG731_b228aa35c0b027ac,CFG731_e8e7b7513a5c9544,x731,x731,39.733333333333334,13,2,0.8666666666666667,11,15
RFQ731-000991,CFG731_9defb51135f6ef11,CFG731_c39096767a7ae083,x731,x731,56.0,14,0,1.0,3,14
RFQ731-000992,CFG731_867e73503f493aa1,CFG731_c3481d11b658e1e9,x731,x731,54.875,15,1,0.9375,8,16
RFQ731-000993,CFG731_7308ee8503151ef3,CFG731_7308ee8503151ef3,x731,x731,56.88235294117647,16,1,0.9411764705882353,1,17
RFQ731-000994,CFG731_1060da033d1aaed1,CFG731_a4416ae9d698efa6,G731ST-HT,G731ST-HT,51.0,13,0,1.0,5,13
RFQ731-000995,CFG731_6472ab3bf7316498,CFG731_747411fe70ba8e8d,x731,x731,36.0,9,0,1.0,19,9
RFQ731-000996,CFG731_a77e5e082c8f0465,CFG731_da02526d254e2e35,x731,x731,56.77777777777778,16,1,0.8888888888888888,16,18
RFQ731-000997,CFG731_7b2f69a7ca55041b,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,G731ST-HT,54.86666666666667,14,0,0.9333333333333333,3,15
RFQ731-000998,CFG731_a7aba912cacdcceb,CFG731_219ac3d01befd6d1,x731,x731,39.0,10,0,1.0,16,10
RFQ731-000999,CFG731_750dd83a06ba43cb,CFG731_e03b41992c837b34,G731ST-LT,G731ST-LT,49.86666666666667,14,1,0.9333333333333333,2,15
RFQ731-001000,CFG731_a69c8345e2cbb480,CFG731_076cad91966d4c34,G731ST-HT,G731ST-HT,58.875,15,0,0.9375,25,16
RFQ731-001001,CFG731_14269a1a57ac4cbc,CFG731_91e51485b56960b2,x731,x731,51.857142857142854,13,0,0.9285714285714286,7,14
RFQ731-001002,CFG731_ba17ab216ae91e1a,CFG731_6b36d25fda044bf5,x731,x731,51.875,15,1,0.9375,5,16
RFQ731-001003,CFG731_956456fc074ebc5a,CFG731_a9f22ebc14287e5d,F731PW,F731PW,32.6,8,0,0.8,14,10
RFQ731-001004,CFG731_243419c6708378b3,CFG731_243419c6708378b3,x731,x731,47.86666666666667,14,1,0.9333333333333333,1,15
RFQ731-001005,CFG731_9ccdadb28a07accd,CFG731_2e57977cf2dd500a,x731,x731,46.0,12,0,1.0,122,12
RFQ731-001006,CFG731_31d150421c4341a3,CFG731_31d150421c4341a3,F731TE,F731TE,23.636363636363637,9,2,0.8181818181818182,1,11
RFQ731-001007,CFG731_c585b182e5ecfc9a,CFG731_4e59e6fc4174afa3,x731,x731,38.69230769230769,11,1,0.8461538461538461,2,13
RFQ731-001008,CFG731_80409e6aafce9221,CFG731_440f9c9b032b7d0a,x731,x731,51.857142857142854,13,0,0.9285714285714286,3,14
RFQ731-001009,CFG731_8eb1a4c3831aebc6,CFG731_2a8793475d827bb6,x731,x731,45.857142857142854,13,1,0.9285714285714286,8,14
RFQ731-001010,CFG731_b7ded675dbfd5f0b,CFG731_ce4c7976fe8fc47b,x731,x731,47.84615384615385,12,0,0.9230769230769231,7,13
RFQ731-001011,CFG731_91a62b1e0bf4bbce,CFG731_3b2a32abbf148ca1,x731,x731,41.0,10,0,1.0,68,10
RFQ731-001012,CFG731_348f97ec6945fbf8,CFG731_cc9ac35e4d9a1854,G731ST-HT,G731ST-HT,40.714285714285715,12,1,0.8571428571428571,2,14
RFQ731-001013,CFG731_a9ec8cda9130252f,CFG731_a9ec8cda9130252f,x731,x731,40.84615384615385,12,1,0.9230769230769231,1,13
RFQ731-001014,CFG731_63b50b6b631946e6,CFG731_6b809c836e3ca8a1,x731,x731,46.0,12,0,1.0,3,12
RFQ731-001015,CFG731_fd3397424975992e,CFG731_92d4ed621aef46c2,x731,x731,55.0,14,0,1.0,2,14
RFQ731-001016,CFG731_cc03e3852895ae99,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,51.733333333333334,13,0,0.8666666666666667,9,15
RFQ731-001017,CFG731_98e30468f83e5da1,CFG731_6bdadac99b2f7b39,x731,x731,27.666666666666668,10,2,0.8333333333333334,27,12
RFQ731-001018,CFG731_34e092c266a308aa,CFG731_34e092c266a308aa,x731,x731,57.0,14,0,1.0,1,14
RFQ731-001019,CFG731_9a5bfa9148a9b604,CFG731_4e59e6fc4174afa3,x731,x731,41.84615384615385,12,1,0.9230769230769231,4,13
RFQ731-001020,CFG731_a288340143e53b7f,CFG731_a288340143e53b7f,G731ST-HT,G731ST-HT,53.0,14,0,1.0,1,14
RFQ731-001021,CFG731_d258fff6b39ba941,CFG731_31aa13473958d7d3,x731,x731,47.86666666666667,14,1,0.9333333333333333,33,15
RFQ731-001022,CFG731_a3b03637ed22317c,CFG731_a3b03637ed22317c,G731ST-HT,G731ST-HT,51.875,15,1,0.9375,1,16
RFQ731-001023,CFG731_c37386a371e13fa8,CFG731_c37386a371e13fa8,F731WD_DualChannel,F731WD_DualChannel,43.69230769230769,11,0,0.8461538461538461,1,13
RFQ731-001024,CFG731_aacf790c5259123d,CFG731_6e096e946540ab4e,x731,x731,55.0,14,0,1.0,5,14
RFQ731-001025,CFG731_6436acf7faa1f61d,CFG731_ae2e4cfccaff4f50,G731ST-LT,G731ST-LT,56.0,14,0,1.0,4,14
RFQ731-001026,CFG731_30ccf87da13edf1e,CFG731_0fbee36816b7af98,x731,x731,49.75,14,1,0.875,3,16
RFQ731-001027,CFG731_ef211cb97feaddc8,CFG731_a9f22ebc14287e5d,F731PW,F731PW,40.53846153846154,10,0,0.7692307692307693,2,13
RFQ731-001028,CFG731_3a955b973baab5a5,CFG731_759c265a697372ea,x731,x731,59.875,15,0,0.9375,19,16
RFQ731-001029,CFG731_85891d97ce4083b3,CFG731_28ac43a93658ad6b,x731,x731,48.86666666666667,14,1,0.9333333333333333,72,15
RFQ731-001030,CFG731_8b6ed3cfa9ed1e59,CFG731_996314000fcfec4b,G731ST-LT,G731ST-LT,52.875,15,1,0.9375,5,16
RFQ731-001031,CFG731_7785b2914ebb6eaf,CFG731_a9f22ebc14287e5d,F731PW,F731PW,38.833333333333336,11,1,0.9166666666666666,2,12
RFQ731-001032,CFG731_ec83ad3bde5df955,CFG731_83f956404d04e6cd,x731,x731,40.84615384615385,12,1,0.9230769230769231,2,13
RFQ731-001033,CFG731_28ed390fb80cb66f,CFG731_94be99d48ade0efb,x731,x731,29.6,12,3,0.8,205,15
RFQ731-001034,CFG731_467e11f2e0bc0666,CFG731_3611bb1fba248e38,x731,x731,38.833333333333336,11,1,0.9166666666666666,2,12
RFQ731-001035,CFG731_7785b2914ebb6eaf,CFG731_a9f22ebc14287e5d,F731PW,F731PW,39.833333333333336,11,1,0.9166666666666666,2,12
RFQ731-001036,CFG731_f7f0034a8b15f329,CFG731_3b2a32abbf148ca1,x731,x731,41.84615384615385,12,1,0.9230769230769231,18,13
RFQ731-001037,CFG731_624f3002b3cf1e19,CFG731_e8e7b7513a5c9544,x731,x731,39.625,13,2,0.8125,3,16
RFQ731-001038,CFG731_d4be02ad7e56a796,CFG731_3b2a32abbf148ca1,x731,x731,49.86666666666667,14,1,0.9333333333333333,21,15
RFQ731-001039,CFG731_0c11243388e65244,CFG731_6e53621a73b55f2c,G731ST-HT,G731ST-HT,48.64705882352941,14,1,0.8235294117647058,9,17
RFQ731-001040,CFG731_adfa7e5b1355ce87,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,43.833333333333336,11,0,0.9166666666666666,33,12
RFQ731-001041,CFG731_08efe1333b2d7967,CFG731_214b093bf98ca9ef,x731,x731,43.833333333333336,11,0,0.9166666666666666,110,12
RFQ731-001042,CFG731_d97c333965654bd3,CFG731_b97ce0f180acf155,G731CA,G731CA,33.666666666666664,10,1,0.8333333333333334,2,12
RFQ731-001043,CFG731_784eb334d1d77ae7,CFG731_28ac43a93658ad6b,x731,x731,52.875,15,1,0.9375,50,16
RFQ731-001044,CFG731_8da1da530d6ae54d,CFG731_7882c72c21497015,G731ST-LT,G731ST-LT,55.0,14,0,1.0,2,14
RFQ731-001045,CFG731_1dfb5999b1debe3a,CFG731_c7ca2f069d01e42d,G731CA,G731CA,45.857142857142854,13,1,0.9285714285714286,6,14
RFQ731-001046,CFG731_70b6eaf9262ca4d0,CFG731_11c93eca01984a14,F731WD_SingleChannel,F731WD_SingleChannel,49.0,12,0,1.0,3,12
RFQ731-001047,CFG731_c32627af59ba1526,CFG731_c32627af59ba1526,G731ST-HT,G731ST-HT,55.0,14,0,1.0,1,14
RFQ731-001048,CFG731_b7a7770d19b6f648,CFG731_2a989bd6dba74d9f,G731ST-HT,G731ST-HT,54.86666666666667,14,0,0.9333333333333333,6,15
RFQ731-001049,CFG731_df5f598a914fb1cc,CFG731_df5f598a914fb1cc,x731,x731,54.0,14,0,1.0,1,14
RFQ731-001050,CFG731_574aa7a29f75cd60,CFG731_54559f782190a122,F731TE,F731TE,46.0,11,0,1.0,3,11
RFQ731-001051,CFG731_d622722cfe4eb872,CFG731_620cb319c2b7c332,x731,x731,47.0,12,0,1.0,21,12
RFQ731-001052,CFG731_fd3397424975992e,CFG731_fd3397424975992e,x731,x731,54.0,14,0,1.0,1,14
RFQ731-001053,CFG731_fa91f60062985c6d,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,G731ST-HT,43.733333333333334,13,1,0.8666666666666667,19,15
RFQ731-001054,CFG731_d8c69b7395beabbb,CFG731_d8c69b7395beabbb,F731TE,F731TE,45.0,11,0,1.0,1,11
RFQ731-001055,CFG731_337790e6bbcf15f4,CFG731_337790e6bbcf15f4,x731,x731,47.86666666666667,14,1,0.9333333333333333,1,15
RFQ731-001056,CFG731_f79503cf8f87ea49,CFG731_07fb816f7dc25bc8,F731TE,F731TE,30.636363636363637,9,1,0.8181818181818182,3,11
RFQ731-001057,CFG731_b43582909c828d95,CFG731_5bfe9492c76587ec,G731CA,G731CA,34.81818181818182,10,1,0.9090909090909091,2,11
RFQ731-001058,CFG731_671960d0fb04b698,CFG731_0fdf5c36c9c41e69,G731ST-LT,G731ST-LT,54.75,14,0,0.875,5,16
RFQ731-001059,CFG731_9c21848fed1f6e04,CFG731_3b2a32abbf148ca1,x731,x731,45.857142857142854,13,1,0.9285714285714286,5,14
RFQ731-001060,CFG731_b33230214578603d,CFG731_fb1ab4b34e9c8a75,x731,x731,61.875,15,0,0.9375,8,16
RFQ731-001061,CFG731_31aa13473958d7d3,CFG731_31aa13473958d7d3,x731,x731,57.88235294117647,16,1,0.9411764705882353,1,17
RFQ731-001062,CFG731_c517a14f9cf12c39,CFG731_5e61ce3b60d15e11,x731,x731,57.88235294117647,16,1,0.9411764705882353,4,17
RFQ731-001063,CFG731_bb61f56875b25c60,CFG731_6bdadac99b2f7b39,x731,x731,48.84615384615385,12,0,0.9230769230769231,3,13
RFQ731-001064,CFG731_b3ed2928d6d65710,CFG731_b3ed2928d6d65710,G731ST-HT,G731ST-HT,38.833333333333336,11,1,0.9166666666666666,1,12
RFQ731-001065,CFG731_2683cf7e09782f5e,CFG731_b7e96d5717c40fd6,x731,x731,61.78947368421053,17,1,0.8947368421052632,8,19
RFQ731-001066,CFG731_8e97bb2bec352a2c,CFG731_1f978c234895178c,x731,x731,61.0,16,0,1.0,57,16
RFQ731-001067,CFG731_4f57c7eb0fb7e785,CFG731_3b2a32abbf148ca1,x731,x731,34.81818181818182,10,1,0.9090909090909091,73,11
RFQ731-001068,CFG731_5e57a3f6d3b745b8,CFG731_8d07e19298d09d34,x731,x731,35.833333333333336,11,1,0.9166666666666666,4,12
RFQ731-001069,CFG731_82b31fa8518668d4,CFG731_1f978c234895178c,x731,x731,55.0,14,0,1.0,16,14
RFQ731-001070,CFG731_ac8195f5cce7d089,CFG731_6e096e946540ab4e,x731,x731,63.0,16,0,1.0,2,16
RFQ731-001071,CFG731_b418359232bf5862,CFG731_219ac3d01befd6d1,x731,x731,48.86666666666667,14,1,0.9333333333333333,15,15
RFQ731-001072,CFG731_0c5cd97f5c20149b,CFG731_83f956404d04e6cd,x731,x731,37.833333333333336,11,1,0.9166666666666666,19,12
RFQ731-001073,CFG731_2e57977cf2dd500a,CFG731_782675d8823078bc,x731,x731,44.857142857142854,13,1,0.9285714285714286,3,14
RFQ731-001074,CFG731_ac352f2a7f2cc7ab,CFG731_3662a471d9ce3167,x731,x731,55.0,14,0,1.0,3,14
RFQ731-001075,CFG731_cc64ce3eaedacb17,CFG731_0e146b48e4ed8b98,G731ST-LT,G731ST-LT,44.733333333333334,13,1,0.8666666666666667,3,15
RFQ731-001076,CFG731_073f991a6c9a4683,CFG731_aa082226d44cd876,x731,x731,54.86666666666667,14,0,0.9333333333333333,12,15
RFQ731-001077,CFG731_3727d181b2806370,CFG731_3727d181b2806370,x731,x731,38.84615384615385,12,1,0.9230769230769231,1,13
RFQ731-001078,CFG731_18e687233239e907,CFG731_e8e7b7513a5c9544,x731,x731,36.6,12,2,0.8,5,15
RFQ731-001079,CFG731_ec26805bdf93259f,CFG731_ec26805bdf93259f,F731TE,F731TE,41.714285714285715,12,1,0.8571428571428571,1,14
RFQ731-001080,CFG731_7bf14027ad7b0060,CFG731_2e57977cf2dd500a,x731,x731,55.0,14,0,1.0,5,14
RFQ731-001081,CFG731_9fd2ebe15271fc33,CFG731_27b6b45b43224be7,x731,x731,37.733333333333334,13,2,0.8666666666666667,2,15
RFQ731-001082,CFG731_7fec165d30a3c1b5,CFG731_a4339f07d181d686,x731,x731,57.875,15,0,0.9375,11,16
RFQ731-001083,CFG731_62d0f0f6bab9bdcb,CFG731_62d0f0f6bab9bdcb,x731,x731,60.0,15,0,1.0,1,15
RFQ731-001084,CFG731_482678d927834b42,CFG731_482678d927834b42,x731,x731,47.0,12,0,1.0,1,12
RFQ731-001085,CFG731_a56f1437a0b4ca31,CFG731_a3b03637ed22317c,G731ST-HT,G731ST-HT,39.733333333333334,13,2,0.8666666666666667,3,15
RFQ731-001086,CFG731_d80fde42f7354305,CFG731_e8e7b7513a5c9544,x731,x731,44.733333333333334,13,1,0.8666666666666667,3,15
