rfq_id,target_package,predicted_configuration_id,true_configuration_id,true_rank,error_type,num_changed_characteristics,changed_characteristics,mandatory_requirements,mandatory_matches,mandatory_mismatches,preferred_requirements,preferred_matches,preferred_mismatches,true_mandatory_matches,true_mandatory_mismatches,predicted_score,predicted_package,recommendation_package_aware
RFQ731-000759,x731,CFG731_496bd7a964d6cd85,CFG731_aef3ebf3cdf884c1,5.0,TRUE_IN_TOP5,1,binaerOpenColl_MP,12,12,0,3,3,0,12,0,21.328457065185663,x731,false
RFQ731-000760,x731,CFG731_440f9c9b032b7d0a,CFG731_aa8c30a4f1baca2e,4.0,TRUE_IN_TOP5,2,stromSchaltbar|stromEingaenge,9,9,0,4,4,0,9,0,18.113885841492014,x731,false
RFQ731-000761,x731,CFG731_243419c6708378b3,CFG731_243419c6708378b3,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,21.21421686761144,x731,false
RFQ731-000762,x731,CFG731_8d07e19298d09d34,CFG731_ddfa4ab00c1bcdd0,2.0,TRUE_IN_TOP3,1,stromEingaenge,9,9,0,6,6,0,9,0,22.50351039202296,x731,false
RFQ731-000763,x731,CFG731_5c624ef6fa2b6510,CFG731_5c624ef6fa2b6510,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,21.062198384178032,x731,false
RFQ731-000764,G731CA,CFG731_95a64c12c70f922a,CFG731_95a64c12c70f922a,1.0,CORRECT_TOP1,0,,8,8,0,6,6,0,8,0,32.28750463962656,G731CA,false
RFQ731-000765,x731,CFG731_57a2b410fc32b41a,CFG731_19ca9bcd323192d2,5.0,TRUE_IN_TOP5,2,stromEingaenge|dev_advMeterVerification,9,9,0,4,4,0,9,0,18.98182856446321,x731,false
RFQ731-000766,F731WD_SingleChannel,CFG731_a7d2a5a9ae465701,CFG731_a7d2a5a9ae465701,1.0,CORRECT_TOP1,0,,10,10,0,3,3,0,10,0,34.90497744699932,F731WD_SingleChannel,false
RFQ731-000767,x731,CFG731_75466cb810218a66,CFG731_75466cb810218a66,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,21.464114017269,x731,false
RFQ731-000768,G731CA,CFG731_19ec976991ce75a9,CFG731_19ec976991ce75a9,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,33.8413206340227,G731CA,false
RFQ731-000769,x731,CFG731_140a9819128d92da,CFG731_140a9819128d92da,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,19.83550899185857,x731,false
RFQ731-000770,G731ST-LT,CFG731_4772bedc40328ae2,CFG731_bdfa7cd2dbcb13f7,4.0,TRUE_IN_TOP5,1,stromEingaenge,10,10,0,4,4,0,10,0,24.40925998856415,G731ST-LT,false
RFQ731-000771,x731,CFG731_c9498cf6f4410d44,CFG731_c9498cf6f4410d44,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,23.0549993736226,x731,false
RFQ731-000772,x731,CFG731_565e3731063ff5c5,CFG731_565e3731063ff5c5,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,24.56538353772665,x731,false
RFQ731-000773,x731,CFG731_8a1a8cb1f6a30d3a,CFG731_8a1a8cb1f6a30d3a,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,21.957307985383448,x731,false
RFQ731-000774,x731,CFG731_d3db38843cf9fb81,CFG731_d3db38843cf9fb81,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,22.413276091609017,x731,false
RFQ731-000775,x731,CFG731_353333bad447dbef,CFG731_0ef26d136a7182e8,2.0,TRUE_IN_TOP3,2,stromSchaltbar|temperaturEingaenge,11,11,0,2,2,0,11,0,19.54423466871048,x731,false
RFQ731-000776,x731,CFG731_fd3397424975992e,CFG731_fd3397424975992e,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,21.48187663424205,x731,false
RFQ731-000777,G731CA,CFG731_691a8f2ff165671d,CFG731_691a8f2ff165671d,1.0,CORRECT_TOP1,0,,9,9,0,3,3,0,9,0,26.623951496598032,G731CA,false
RFQ731-000778,x731,CFG731_cf543b1c3927ab71,CFG731_4b5262a517204cb5,2.0,TRUE_IN_TOP3,1,stromSchaltbar,14,14,0,1,1,0,14,0,22.59900181256937,x731,false
RFQ731-000779,x731,CFG731_3b2a32abbf148ca1,CFG731_ade755d80d357018,5.0,TRUE_IN_TOP5,3,stromSchaltbar|stromEingaenge|dynamicGasMaster,12,12,0,2,2,0,12,0,19.67251451367152,x731,false
RFQ731-000780,F731TE,CFG731_3fe2202b70f330b1,CFG731_3fe2202b70f330b1,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,39.212048692989256,F731TE,false
RFQ731-000781,x731,CFG731_9228cc48e333917c,CFG731_b44b2e6818291871,5.0,TRUE_IN_TOP5,1,customUserFluid,14,14,0,0,0,0,14,0,20.88792593490823,x731,false
RFQ731-000782,x731,CFG731_8c8856d21252930e,CFG731_6472ab3bf7316498,3.0,TRUE_IN_TOP3,1,binaerOpenColl_MP,10,10,0,3,3,0,10,0,21.002259722229663,x731,false
RFQ731-000783,x731,CFG731_daff07a8bdec497b,CFG731_daff07a8bdec497b,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,20.592458331954496,x731,false
RFQ731-000784,x731,CFG731_36d7686aca1200ae,CFG731_bce0bc4b7b3a4799,,TRUE_UNRANKED,2,stromEingaenge|binaerDigitalOpenColl_MN,10,10,0,4,4,0,10,0,19.85899965756581,x731,false
RFQ731-000785,x731,CFG731_6e27958dc8215006,CFG731_6e27958dc8215006,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,23.05019727261671,x731,false
RFQ731-000786,F731TE,CFG731_090330aa38b8e80b,CFG731_090330aa38b8e80b,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,41.75183379650011,F731TE,false
RFQ731-000787,G731ST-LT,CFG731_515a31451814aae9,CFG731_214106ade9f79641,,TRUE_UNRANKED,1,binaerOpenColl_MP,9,9,0,3,3,0,9,0,20.73877864817735,G731ST-LT,false
RFQ731-000788,x731,CFG731_6e096e946540ab4e,CFG731_ac8195f5cce7d089,2.0,TRUE_IN_TOP3,1,stromEingaenge,10,10,0,6,6,0,10,0,22.497187329323665,x731,false
RFQ731-000789,x731,CFG731_31d0a0df66872bf7,CFG731_31d0a0df66872bf7,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,23.95308484150772,x731,false
RFQ731-000790,x731,CFG731_5052a216a260faff,CFG731_5052a216a260faff,1.0,CORRECT_TOP1,0,,9,9,0,7,7,0,9,0,24.05194807226253,x731,false
RFQ731-000791,F731TE,CFG731_07fb816f7dc25bc8,CFG731_07fb816f7dc25bc8,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,33.41309765756593,F731TE,false
RFQ731-000792,x731,CFG731_1b365e0951e7dea4,CFG731_1b365e0951e7dea4,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,22.563254164075428,x731,false
RFQ731-000793,G731CA,CFG731_0bb185f546403346,CFG731_0bb185f546403346,1.0,CORRECT_TOP1,0,,9,9,0,3,3,0,9,0,27.034163753505783,G731CA,false
RFQ731-000794,x731,CFG731_89772de94df83ba5,CFG731_0988a349490181d9,2.0,TRUE_IN_TOP3,2,temperaturEingaenge|dev_advMeterVerification,11,11,0,3,3,0,11,0,20.62009193841869,x731,false
RFQ731-000795,x731,CFG731_26a55fc6510692e1,CFG731_26a55fc6510692e1,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,19.97063983418792,x731,false
RFQ731-000796,x731,CFG731_25b84d9ab233c6bf,CFG731_25b84d9ab233c6bf,1.0,CORRECT_TOP1,0,,9,9,0,4,4,0,9,0,21.738110628961444,x731,false
RFQ731-000797,x731,CFG731_ae226e31119be9bd,CFG731_ae226e31119be9bd,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,23.233133724164887,x731,false
RFQ731-000798,x731,CFG731_9fd2ebe15271fc33,CFG731_9fd2ebe15271fc33,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,22.63043973002991,x731,false
RFQ731-000799,x731,CFG731_a70e307c2ffca857,CFG731_4f57c7eb0fb7e785,2.0,TRUE_IN_TOP3,1,stromSchaltbar,10,10,0,3,3,0,10,0,21.66466545040624,x731,false
RFQ731-000800,x731,CFG731_70b38ab75d3ca724,CFG731_b3cd6a1a19fbc328,6.0,TRUE_IN_TOP10,1,binaerOpenColl_MP,11,11,0,3,3,0,11,0,19.09036464899238,x731,false
RFQ731-000801,x731,CFG731_47bb86ed234fd5e6,CFG731_47bb86ed234fd5e6,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,23.69372785241215,x731,false
RFQ731-000802,x731,CFG731_efc9d6b915117e15,CFG731_efc9d6b915117e15,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,21.21345564266417,x731,false
RFQ731-000803,x731,CFG731_b3506a753aafcfa3,CFG731_b3506a753aafcfa3,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,19.60419424824873,x731,false
RFQ731-000804,x731,CFG731_ab9e33e0db28df11,CFG731_ab9e33e0db28df11,1.0,CORRECT_TOP1,0,,9,9,0,4,4,0,9,0,19.4983266421642,x731,false
RFQ731-000805,x731,CFG731_94be99d48ade0efb,CFG731_94be99d48ade0efb,1.0,CORRECT_TOP1,0,,16,16,0,0,0,0,16,0,22.36680316983792,x731,false
RFQ731-000806,x731,CFG731_daff07a8bdec497b,CFG731_daff07a8bdec497b,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,20.592458331954496,x731,false
RFQ731-000807,G731ST-LT,CFG731_c050936f4a70e2a0,CFG731_dac27b97cd6b7ff8,,TRUE_UNRANKED,3,stromEingaenge|temperaturEingaenge|binaerDigitalOpenColl_MN,9,9,0,3,3,0,9,0,20.850916447961147,G731ST-LT,false
RFQ731-000808,x731,CFG731_12089d5d54f581ac,CFG731_12089d5d54f581ac,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,19.928444769984942,x731,false
RFQ731-000809,G731CA,CFG731_19ec976991ce75a9,CFG731_19ec976991ce75a9,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,33.8413206340227,G731CA,false
RFQ731-000810,x731,CFG731_868fc79316fb0836,CFG731_868fc79316fb0836,1.0,CORRECT_TOP1,0,,13,13,0,1,1,0,13,0,20.761121786844743,x731,false
RFQ731-000811,F731WD_DualChannel,CFG731_a4610f5f38e7d946,CFG731_a4610f5f38e7d946,1.0,CORRECT_TOP1,0,,10,10,0,3,3,0,10,0,36.30115881302178,F731WD_DualChannel,false
RFQ731-000812,x731,CFG731_8d78781f8753b72a,CFG731_8d78781f8753b72a,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,23.16094095540965,x731,false
RFQ731-000813,G731CA,CFG731_4189e4dbecbffadb,CFG731_4189e4dbecbffadb,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,32.29516119553383,G731CA,false
RFQ731-000814,G731ST-HT,CFG731_1a1206cc52132df1,CFG731_d71a39e1fcf17083,4.0,TRUE_IN_TOP5,1,stromSchaltbar,13,13,0,1,1,0,13,0,24.97652934108743,G731ST-HT,false
RFQ731-000815,x731,CFG731_747411fe70ba8e8d,CFG731_34bf8aa6c521cef0,9.0,TRUE_IN_TOP10,2,stromSchaltbar|temperaturEingaenge,9,9,0,4,4,0,9,0,18.6901604332576,x731,false
RFQ731-000816,x731,CFG731_fa2849b259355775,CFG731_fa2849b259355775,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,22.969309299781035,x731,false
RFQ731-000817,x731,CFG731_7962ce0b7d875608,CFG731_7962ce0b7d875608,1.0,CORRECT_TOP1,0,,8,8,0,6,6,0,8,0,23.04221299729548,x731,false
RFQ731-000818,x731,CFG731_20e62aeb01c953da,CFG731_20e62aeb01c953da,1.0,CORRECT_TOP1,0,,14,14,0,2,2,0,14,0,22.99872411197393,x731,false
RFQ731-000819,x731,CFG731_7f60255816247683,CFG731_7f60255816247683,1.0,CORRECT_TOP1,0,,9,9,0,7,7,0,9,0,22.056937106531176,x731,false
RFQ731-000820,G731ST-HT,CFG731_288e4c99b4e02895,CFG731_fab0d81b6a0ca4e0,,TRUE_UNRANKED,1,binaerDigitalOpenColl_MN,10,10,0,3,3,0,10,0,23.047730215020284,G731ST-HT,false
RFQ731-000821,G731ST-LT,CFG731_ef044db10b586894,CFG731_159f3a6877b5a5d2,10.0,TRUE_IN_TOP10,1,binaerOpenColl_MP,11,11,0,2,2,0,11,0,22.38503222564717,G731ST-LT,false
RFQ731-000822,x731,CFG731_24648603ca730481,CFG731_ef6e203c92a71c88,3.0,TRUE_IN_TOP3,1,stromSchaltbar,9,9,0,5,5,0,9,0,20.30218618162841,x731,false
RFQ731-000823,x731,CFG731_d27f5f5f307014a8,CFG731_d27f5f5f307014a8,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,24.138800788866316,x731,false
RFQ731-000824,G731ST-HT,CFG731_646d8903da63e1f0,CFG731_646d8903da63e1f0,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,26.99506413179173,G731ST-HT,false
RFQ731-000825,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_5be9d749d8317fd3,2.0,TRUE_IN_TOP3,1,temperaturEingaenge,11,11,0,3,3,0,11,0,23.680576411450417,G731ST-LT,false
RFQ731-000826,G731ST-LT,CFG731_e6c0885eb14e429c,CFG731_ad54a3e31832f7d2,4.0,TRUE_IN_TOP5,1,stromEingaenge,10,10,0,4,4,0,10,0,24.50812321931896,G731ST-LT,false
RFQ731-000827,x731,CFG731_8c50542218db5cb0,CFG731_eea9998b9f9a0bdb,5.0,TRUE_IN_TOP5,3,stromSchaltbar|temperaturEingaenge|dev_advMeterVerification,9,9,0,4,4,0,9,0,19.58463058381313,x731,false
RFQ731-000828,x731,CFG731_12089d5d54f581ac,CFG731_78ea99817ca8be6a,10.0,TRUE_IN_TOP10,1,binaerDigitalOpenColl_MN,10,10,0,3,3,0,10,0,17.94564785417283,x731,false
RFQ731-000829,x731,CFG731_1af3f9470bd904d5,CFG731_91111a4a3e291c8a,2.0,TRUE_IN_TOP3,2,stromSchaltbar|temperaturEingaenge,11,11,0,4,4,0,11,0,21.084381085637645,x731,false
RFQ731-000830,x731,CFG731_8d78781f8753b72a,CFG731_8d78781f8753b72a,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,23.16094095540965,x731,false
RFQ731-000831,x731,CFG731_89772de94df83ba5,CFG731_9267914435603df0,5.0,TRUE_IN_TOP5,3,stromSchaltbar|dev_advMeterVerification|customUserFluid,10,10,0,3,3,0,10,0,19.45311787161997,x731,false
RFQ731-000832,x731,CFG731_cb6654d77e7e4d72,CFG731_cb6654d77e7e4d72,1.0,CORRECT_TOP1,0,,9,9,0,4,4,0,9,0,22.01931799686645,x731,false
RFQ731-000833,x731,CFG731_1f31b1bf8dc9e962,CFG731_d7c031e2b589d088,4.0,TRUE_IN_TOP5,1,customUserFluid,10,10,0,4,4,0,10,0,20.552666625124424,x731,false
RFQ731-000834,x731,CFG731_011ca4ba794bd4d6,CFG731_d8843ca5e91f93ae,2.0,TRUE_IN_TOP3,1,stromSchaltbar,9,9,0,4,4,0,9,0,21.530976197241333,x731,false
RFQ731-000835,G731ST-LT,CFG731_87d8ba5b87cf0a3f,CFG731_77fac91021549398,3.0,TRUE_IN_TOP3,2,temperaturEingaenge|binaerDigitalOpenColl_MN,12,12,0,1,1,0,12,0,22.1571212140856,G731ST-LT,false
RFQ731-000836,x731,CFG731_4ba013fed31fb45f,CFG731_4ba013fed31fb45f,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,22.31949416394986,x731,false
RFQ731-000837,x731,CFG731_c7c53fc5541f1dc1,CFG731_7756caaf4e5e2963,4.0,TRUE_IN_TOP5,1,dev_advMeterVerification,9,9,0,5,5,0,9,0,20.294850710305862,x731,false
RFQ731-000838,x731,CFG731_8f470181ad32eeae,CFG731_8366eceddaf01e58,2.0,TRUE_IN_TOP3,2,stromSchaltbar|dev_advMeterVerification,12,12,0,3,3,0,12,0,22.795058998749354,x731,false
RFQ731-000839,G731ST-LT,CFG731_87d8ba5b87cf0a3f,CFG731_87d8ba5b87cf0a3f,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,25.495135339943342,G731ST-LT,false
RFQ731-000840,x731,CFG731_2e5bd0d53757f625,CFG731_2e5bd0d53757f625,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,20.50658751141085,x731,false
RFQ731-000841,x731,CFG731_a41a2d2cef1a675f,CFG731_3ac187941df4fdac,3.0,TRUE_IN_TOP3,1,binaerOpenColl_MP,8,8,0,5,5,0,8,0,20.38633510662119,x731,false
RFQ731-000842,x731,CFG731_3d652e6a54b1c68b,CFG731_29521f988dd233e6,6.0,TRUE_IN_TOP10,3,stromSchaltbar|temperaturEingaenge|dynamicGasMaster,8,8,0,5,5,0,8,0,18.377256883164137,x731,false
RFQ731-000843,G731CA,CFG731_817824ee3a762453,CFG731_817824ee3a762453,1.0,CORRECT_TOP1,0,,13,13,0,1,1,0,13,0,30.89132327360409,G731CA,false
RFQ731-000844,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_ff04d32ca467d2a5,3.0,TRUE_IN_TOP3,2,stromEingaenge|binaerDigitalOpenColl_MN,11,11,0,3,3,0,11,0,24.974426943297008,G731ST-HT,false
RFQ731-000845,G731CA,CFG731_5bfe9492c76587ec,CFG731_5bfe9492c76587ec,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,35.89643793735161,G731CA,false
RFQ731-000846,x731,CFG731_63b50b6b631946e6,CFG731_63b50b6b631946e6,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,22.267604404058048,x731,false
RFQ731-000847,F731WD_DualChannel,CFG731_c0f6f70a47ed04ba,CFG731_c0f6f70a47ed04ba,1.0,CORRECT_TOP1,0,,7,7,0,5,5,0,7,0,34.491549867105086,F731WD_DualChannel,false
RFQ731-000848,x731,CFG731_3727d181b2806370,CFG731_77ac60f5637770e9,3.0,TRUE_IN_TOP3,1,temperaturEingaenge,10,10,0,3,3,0,10,0,20.43174105611727,x731,false
RFQ731-000849,x731,CFG731_6d44172bc82c7ed7,CFG731_6d44172bc82c7ed7,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,21.311039687399248,x731,false
RFQ731-000850,G731ST-HT,CFG731_8216f56c8f1b8479,CFG731_8216f56c8f1b8479,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,24.931663900077588,G731ST-HT,false
RFQ731-000851,x731,CFG731_260c36430f7c2d03,CFG731_260c36430f7c2d03,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,24.010745481975945,x731,false
RFQ731-000852,x731,CFG731_9a0f0b26c7f24725,CFG731_bb4f0886ba308d63,6.0,TRUE_IN_TOP10,2,dev_advMeterVerification|customUserFluid,11,11,0,3,3,0,11,0,21.6927433020168,x731,false
RFQ731-000853,x731,CFG731_8c50542218db5cb0,CFG731_eea9998b9f9a0bdb,5.0,TRUE_IN_TOP5,3,stromSchaltbar|temperaturEingaenge|dev_advMeterVerification,10,10,0,3,3,0,10,0,19.58463058381313,x731,false
RFQ731-000854,x731,CFG731_c775e192f3d489e9,CFG731_c775e192f3d489e9,1.0,CORRECT_TOP1,0,,8,8,0,6,6,0,8,0,23.09283964630521,x731,false
RFQ731-000855,F731TE,CFG731_ec26805bdf93259f,CFG731_ec26805bdf93259f,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,33.91463444021619,F731TE,false
RFQ731-000856,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_ad49f2ad57627f46,2.0,TRUE_IN_TOP3,3,stromSchaltbar|stromEingaenge|temperaturEingaenge,7,7,0,6,6,0,7,0,24.14792620826305,G731ST-HT,false
RFQ731-000857,x731,CFG731_4d7e108ea05eeb07,CFG731_4d7e108ea05eeb07,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,24.41540546526024,x731,false
RFQ731-000858,G731CA,CFG731_95a64c12c70f922a,CFG731_95a64c12c70f922a,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,32.28750463962656,G731CA,false
RFQ731-000859,x731,CFG731_04a53b6cc81d57d6,CFG731_6d0d64ab66a91d89,3.0,TRUE_IN_TOP3,1,binaerDigitalOpenColl_MN,8,8,0,6,6,0,8,0,19.661844167223474,x731,false
RFQ731-000860,x731,CFG731_54b63f2628adfc32,CFG731_54b63f2628adfc32,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,21.42339329466883,x731,false
RFQ731-000861,x731,CFG731_cb2e63f823697ceb,CFG731_cb2e63f823697ceb,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,20.34826529534199,x731,false
RFQ731-000862,G731ST-HT,CFG731_4de012f7232f644d,CFG731_4de012f7232f644d,1.0,CORRECT_TOP1,0,,9,9,0,6,6,0,9,0,27.07146405668334,G731ST-HT,false
RFQ731-000863,x731,CFG731_0fbee36816b7af98,CFG731_0fbee36816b7af98,1.0,CORRECT_TOP1,0,,10,10,0,7,7,0,10,0,24.76533442179821,x731,false
RFQ731-000864,x731,CFG731_1f0c09edcd967945,CFG731_1f0c09edcd967945,1.0,CORRECT_TOP1,0,,8,8,0,6,6,0,8,0,21.265857819077038,x731,false
RFQ731-000865,x731,CFG731_89772de94df83ba5,CFG731_9267914435603df0,5.0,TRUE_IN_TOP5,3,stromSchaltbar|dev_advMeterVerification|customUserFluid,8,8,0,5,5,0,8,0,19.45311787161997,x731,false
RFQ731-000866,x731,CFG731_af755e9c46cfadd4,CFG731_af755e9c46cfadd4,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,23.659186771792086,x731,false
RFQ731-000867,x731,CFG731_33fed5318b1a4f2f,CFG731_7157b3d45716ad8f,2.0,TRUE_IN_TOP3,1,binaerOpenColl_MP,12,12,0,2,2,0,12,0,20.58200003606862,x731,false
RFQ731-000868,x731,CFG731_acd18bc8a73cfdde,CFG731_acd18bc8a73cfdde,1.0,CORRECT_TOP1,0,,13,13,0,3,3,0,13,0,23.761675921936444,x731,false
RFQ731-000869,x731,CFG731_14299a2a74e42d7f,CFG731_b60961340903daf0,3.0,TRUE_IN_TOP3,1,binaerDigitalOpenColl_MN,10,10,0,3,3,0,10,0,22.142336399122044,x731,false
RFQ731-000870,F731WD_SingleChannel,CFG731_a7d2a5a9ae465701,CFG731_ee8e327bbb737abf,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,8,8,0,3,3,0,8,0,25.90038174659436,F731WD_SingleChannel,false
RFQ731-000871,G731CA,CFG731_14235f3888d71408,CFG731_14235f3888d71408,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,30.74134520113768,G731CA,false
RFQ731-000872,x731,CFG731_28ac43a93658ad6b,CFG731_7895bfd97573c2b8,4.0,TRUE_IN_TOP5,1,stromSchaltbar,13,13,0,2,2,0,13,0,21.742933342623115,x731,false
RFQ731-000873,F731WD_SingleChannel,CFG731_e98d2be876599c40,CFG731_e98d2be876599c40,1.0,CORRECT_TOP1,0,,9,9,0,4,4,0,9,0,34.75499937453291,F731WD_SingleChannel,false
RFQ731-000874,F731WD_SingleChannel,CFG731_6357400dd5c2804a,CFG731_6357400dd5c2804a,1.0,CORRECT_TOP1,0,,8,8,0,3,3,0,8,0,29.501658488412136,F731WD_SingleChannel,false
RFQ731-000875,x731,CFG731_b7c5e5eddd92ed3a,CFG731_b7c5e5eddd92ed3a,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,20.3609959057809,x731,false
RFQ731-000876,G731ST-HT,CFG731_c32627af59ba1526,CFG731_c32627af59ba1526,1.0,CORRECT_TOP1,0,,9,9,0,6,6,0,9,0,26.82599456367052,G731ST-HT,false
RFQ731-000877,x731,CFG731_9fcbeaf9d5010d3a,CFG731_4340f11ba9a46e42,3.0,TRUE_IN_TOP3,1,temperaturEingaenge,11,11,0,3,3,0,11,0,20.32403734037662,x731,false
RFQ731-000878,F731TE,CFG731_ec26805bdf93259f,CFG731_ec26805bdf93259f,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,33.91463444021619,F731TE,false
RFQ731-000879,x731,CFG731_fb16e30f5bbb87f2,CFG731_214b769209164299,3.0,TRUE_IN_TOP3,1,dev_advMeterVerification,10,10,0,4,4,0,10,0,21.59136264897544,x731,false
RFQ731-000880,G731ST-LT,CFG731_1d89d7fdc7355744,CFG731_1d89d7fdc7355744,1.0,CORRECT_TOP1,0,,14,14,0,1,1,0,14,0,26.013318501830994,G731ST-LT,false
RFQ731-000881,G731ST-HT,CFG731_076cad91966d4c34,CFG731_076cad91966d4c34,1.0,CORRECT_TOP1,0,,14,14,0,2,2,0,14,0,28.24433712957877,G731ST-HT,false
RFQ731-000882,G731ST-LT,CFG731_0dd81a588b2a1411,CFG731_0dd81a588b2a1411,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,24.32563407725631,G731ST-LT,false
RFQ731-000883,x731,CFG731_48e71c5ae6615397,CFG731_48e71c5ae6615397,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,20.842938775450506,x731,false
RFQ731-000884,x731,CFG731_608c0251ef380592,CFG731_608c0251ef380592,1.0,CORRECT_TOP1,0,,11,11,0,5,5,0,11,0,24.273411668115067,x731,false
RFQ731-000885,x731,CFG731_c7c53fc5541f1dc1,CFG731_7756caaf4e5e2963,4.0,TRUE_IN_TOP5,1,dev_advMeterVerification,8,8,0,6,6,0,8,0,20.294850710305862,x731,false
RFQ731-000886,G731CA,CFG731_c7ca2f069d01e42d,CFG731_c7ca2f069d01e42d,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,32.39528764789,G731CA,false
RFQ731-000887,x731,CFG731_219ac3d01befd6d1,CFG731_b418359232bf5862,6.0,TRUE_IN_TOP10,3,stromEingaenge|temperaturEingaenge|binaerOpenColl_MP,11,11,0,2,2,0,11,0,18.04451108492764,x731,false
RFQ731-000888,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_0e0f01b5586b92da,2.0,TRUE_IN_TOP3,2,stromEingaenge|binaerDigitalOpenColl_MN,11,11,0,3,3,0,11,0,23.54807629902342,G731ST-LT,false
RFQ731-000889,G731CA,CFG731_16b53411ff7f6c9b,CFG731_16b53411ff7f6c9b,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,37.442597375840485,G731CA,false
RFQ731-000890,G731ST-LT,CFG731_750dd83a06ba43cb,CFG731_750dd83a06ba43cb,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,25.785407490269424,G731ST-LT,false
RFQ731-000891,x731,CFG731_c1d02f1d1235ec05,CFG731_c1d02f1d1235ec05,1.0,CORRECT_TOP1,0,,10,10,0,6,6,0,10,0,23.65685791919671,x731,false
RFQ731-000892,F731PW,CFG731_ef211cb97feaddc8,CFG731_ef211cb97feaddc8,1.0,CORRECT_TOP1,0,,6,6,0,6,6,0,6,0,29.504288687985053,F731PW,false
RFQ731-000893,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_8b18ac1c34209d63,1.0,CORRECT_TOP1,0,,14,14,0,2,2,0,14,0,28.09435905711236,G731ST-HT,false
RFQ731-000894,G731ST-HT,CFG731_646d8903da63e1f0,CFG731_646d8903da63e1f0,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,26.99506413179173,G731ST-HT,false
