rfq_id,customer_id,customer_name,customer_type,industry,country,currency,payment_terms,delivery_terms,project_name,application,rfq_status,generation_version
RFQ731-001498,CUST73100223,Precision Instrumentation Ltd.,End User,Chemical,France,EUR,within 45 days net,CPT,Plant Modernisation Project,chemical production,OPEN,V2
RFQ731-001499,CUST73100179,Dynamic Industrial Technologies S.A.,End User,Power & Utilities,Saudi Arabia,USD,within 45 days net,EXW,New Production Line,power plant process monitoring,OPEN,V2
RFQ731-001500,CUST73100142,United Process Automation B.V.,End User,Power & Utilities,India,EUR,within 30 days net,DAP,Utility Measurement Upgrade,power plant process monitoring,OPEN,V2
RFQ731-001501,CUST73100191,Metrix Instrumentation S.A.,End User,Oil & Gas,Saudi Arabia,USD,within 45 days net,CPT,Plant Modernisation Project,process gas measurement,OPEN,V2
RFQ731-001502,CUST73100034,Orion Petrochemical Solutions AG,Engineering Company,Research & Development,India,EUR,within 30 days net,EXW,Measurement Infrastructure Upgrade,experimental process monitoring,OPEN,V2
RFQ731-001503,CUST73100117,Apex Process Automation FZE,End User,Pharmaceutical,France,EUR,within 60 days net,EXW,Process Automation Project,production process monitoring,OPEN,V2
RFQ731-001504,CUST73100036,Atlas Industrial Technologies B.V.,End User,Engineering & EPC,Netherlands,EUR,within 60 days net,CPT,Process Expansion Project,industrial instrumentation,OPEN,V2
RFQ731-001505,CUST73100031,Vector Engineering Solutions AG,End User,Water & Wastewater,United Kingdom,GBP,within 60 days net,CPT,Process Automation Project,water distribution,OPEN,V2
RFQ731-001506,CUST73100211,Delta Automation Systems Ltd.,System Integrator,Mining & Metals,Italy,EUR,within 30 days net,CPT,New Plant Installation,production measurement,OPEN,V2
RFQ731-001507,CUST73100235,Quantum Industrial Services S.A.,End User,Manufacturing,Türkiye,EUR,within 60 days net,CPT,Plant Modernisation Project,plant utility measurement,OPEN,V2
RFQ731-001508,CUST73100110,Orion Measurement Technologies B.V.,System Integrator,Chemical,France,EUR,within 60 days net,CPT,Metering System Replacement,process flow measurement,OPEN,V2
RFQ731-001509,CUST73100031,Vector Engineering Solutions AG,End User,Water & Wastewater,United Kingdom,GBP,within 60 days net,CPT,Process Expansion Project,utility water measurement,OPEN,V2
RFQ731-001510,CUST73100097,Vector Automation Systems Ltd.,End User,Pharmaceutical,France,EUR,within 60 days net,EXW,Process Expansion Project,process water measurement,OPEN,V2
RFQ731-001511,CUST73100213,Horizon Petrochemical Solutions GmbH,End User,Power & Utilities,Germany,EUR,within 90 days net,FCA,New Production Line,utility measurement,OPEN,V2
RFQ731-001512,CUST73100159,Delta Industrial Services B.V.,End User,Manufacturing,Türkiye,EUR,within 30 days net,DAP,Measurement Infrastructure Upgrade,manufacturing process measurement,OPEN,V2
RFQ731-001513,CUST73100068,Prime Petrochemical Solutions Ltd.,End User,Oil & Gas,Türkiye,EUR,advance payment,FCA,Plant Modernisation Project,process gas measurement,OPEN,V2
RFQ731-001514,CUST73100003,Industrial Industrial Services GmbH,Engineering Company,Water & Wastewater,Türkiye,EUR,within 30 days net,CPT,Measurement System Upgrade,water treatment,OPEN,V2
RFQ731-001515,CUST73100083,Quantum Petrochemical Solutions FZE,End User,Oil & Gas,Netherlands,EUR,within 30 days net,EXW,Process Expansion Project,production measurement,OPEN,V2
RFQ731-001516,CUST73100239,Vertex Automation Systems GmbH,System Integrator,Oil & Gas,Germany,EUR,within 60 days net,CPT,Process Automation Project,process gas measurement,OPEN,V2
RFQ731-001517,CUST73100198,Summit Process Systems AG,End User,Food & Beverage,Italy,EUR,within 60 days net,DDP,Measurement System Upgrade,process water measurement,OPEN,V2
RFQ731-001518,CUST73100080,Dynamic Measurement Technologies AG,System Integrator,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,Process Expansion Project,process automation project,OPEN,V2
RFQ731-001519,CUST73100066,Horizon Engineering Solutions Ltd.,EPC Contractor,Water & Wastewater,Türkiye,EUR,within 30 days net,DAP,Utility Measurement Upgrade,treatment plant monitoring,OPEN,V2
RFQ731-001520,CUST73100189,Dynamic Process Engineering AG,End User,Manufacturing,Italy,EUR,advance payment,CPT,Process Expansion Project,manufacturing process measurement,OPEN,V2
RFQ731-001521,CUST73100158,Advanced Automation Systems AG,EPC Contractor,Engineering & EPC,Netherlands,EUR,within 30 days net,CPT,New Plant Installation,plant engineering project,OPEN,V2
RFQ731-001522,CUST73100059,Global Industrial Technologies AG,End User,Power & Utilities,Spain,EUR,within 60 days net,FCA,Measurement Infrastructure Upgrade,utility water measurement,OPEN,V2
RFQ731-001523,CUST73100073,Pioneer Manufacturing Technologies B.V.,EPC Contractor,Chemical,Netherlands,EUR,within 30 days net,DDP,Plant Modernisation Project,chemical process measurement,OPEN,V2
RFQ731-001524,CUST73100118,Vertex Process Automation B.V.,EPC Contractor,Research & Development,Netherlands,EUR,within 60 days net,FCA,Metering System Replacement,laboratory process system,OPEN,V2
RFQ731-001525,CUST73100217,Vector Process Engineering GmbH,End User,Oil & Gas,Italy,EUR,within 60 days net,EXW,Process Instrumentation Upgrade,pipeline monitoring,OPEN,V2
RFQ731-001526,CUST73100128,Horizon Process Systems S.A.,EPC Contractor,Manufacturing,Spain,EUR,within 60 days net,DAP,Process Expansion Project,production process monitoring,OPEN,V2
RFQ731-001527,CUST73100100,Atlas Instrumentation Ltd.,End User,Chemical,Italy,EUR,within 90 days net,FCA,Process Instrumentation Upgrade,chemical process measurement,OPEN,V2
RFQ731-001528,CUST73100107,Meridian Automation Systems S.A.,Distributor,Power & Utilities,Spain,EUR,within 30 days net,CPT,New Production Line,utility water measurement,OPEN,V2
RFQ731-001529,CUST73100226,United Process Engineering B.V.,System Integrator,Oil & Gas,Türkiye,EUR,within 60 days net,CPT,Process Expansion Project,process gas measurement,OPEN,V2
RFQ731-001530,CUST73100072,Orion Process Engineering Ltd.,End User,Chemical,Germany,EUR,within 90 days net,CPT,New Production Line,process flow measurement,OPEN,V2
RFQ731-001531,CUST73100203,United Industrial Services GmbH,End User,Oil & Gas,Germany,EUR,within 30 days net,EXW,Measurement System Upgrade,gas processing,OPEN,V2
RFQ731-001532,CUST73100085,Sterling Process Automation AG,End User,Chemical,India,EUR,within 45 days net,FCA,Plant Modernisation Project,chemical process measurement,OPEN,V2
RFQ731-001533,CUST73100177,Integrated Petrochemical Solutions S.A.,End User,Engineering & EPC,India,EUR,within 60 days net,EXW,New Plant Installation,industrial instrumentation,OPEN,V2
RFQ731-001534,CUST73100066,Horizon Engineering Solutions Ltd.,EPC Contractor,Water & Wastewater,Türkiye,EUR,within 30 days net,DAP,Process Automation Project,water distribution,OPEN,V2
RFQ731-001535,CUST73100216,Vertex Measurement Technologies AG,End User,Water & Wastewater,Germany,EUR,within 60 days net,FCA,Measurement Infrastructure Upgrade,water distribution,OPEN,V2
RFQ731-001536,CUST73100082,Precision Automation Systems S.A.,Distributor,Pharmaceutical,Netherlands,EUR,within 60 days net,CPT,Plant Modernisation Project,pharmaceutical process monitoring,OPEN,V2
RFQ731-001537,CUST73100064,Dynamic Automation Systems AG,End User,Pharmaceutical,Netherlands,EUR,advance payment,DAP,Metering System Replacement,controlled process measurement,OPEN,V2
RFQ731-001538,CUST73100247,Summit Engineering Solutions AG,End User,Food & Beverage,Italy,EUR,within 60 days net,FCA,Metering System Replacement,sanitary process measurement,OPEN,V2
RFQ731-001539,CUST73100078,Vector Measurement Technologies GmbH,End User,Oil & Gas,Türkiye,EUR,within 90 days net,FCA,Process Automation Project,production measurement,OPEN,V2
RFQ731-001540,CUST73100028,Industrial Energy Systems Ltd.,EPC Contractor,Pharmaceutical,Italy,EUR,within 60 days net,DDP,Utility Measurement Upgrade,process water measurement,OPEN,V2
RFQ731-001541,CUST73100140,Apex Manufacturing Technologies Ltd.,End User,Oil & Gas,France,EUR,within 90 days net,DDP,Process Automation Project,gas processing,OPEN,V2
RFQ731-001542,CUST73100247,Summit Engineering Solutions AG,End User,Food & Beverage,Italy,EUR,within 60 days net,FCA,Measurement System Upgrade,production line monitoring,OPEN,V2
RFQ731-001543,CUST73100065,Industrial Engineering Solutions B.V.,End User,Research & Development,Türkiye,EUR,within 60 days net,CPT,New Production Line,test facility measurement,OPEN,V2
RFQ731-001544,CUST73100038,Nexon Process Engineering GmbH,Engineering Company,Oil & Gas,Spain,EUR,within 60 days net,DAP,Measurement System Upgrade,gas processing,OPEN,V2
RFQ731-001545,CUST73100131,Global Engineering Solutions B.V.,End User,Pharmaceutical,India,EUR,within 60 days net,DDP,Plant Modernisation Project,controlled process measurement,OPEN,V2
RFQ731-001546,CUST73100162,Advanced Energy Systems S.A.,End User,Oil & Gas,India,EUR,within 60 days net,DAP,Process Expansion Project,process gas measurement,OPEN,V2
RFQ731-001547,CUST73100119,Metrix Petrochemical Solutions S.A.,System Integrator,Chemical,India,EUR,within 45 days net,FCA,Process Instrumentation Upgrade,batch process monitoring,OPEN,V2
RFQ731-001548,CUST73100198,Summit Process Systems AG,End User,Food & Beverage,Italy,EUR,within 60 days net,DDP,Process Expansion Project,process water measurement,OPEN,V2
RFQ731-001549,CUST73100242,Integrated Energy Systems FZE,System Integrator,Power & Utilities,France,EUR,within 30 days net,DAP,Measurement System Upgrade,utility measurement,OPEN,V2
RFQ731-001550,CUST73100170,Integrated Energy Systems GmbH,End User,Oil & Gas,France,EUR,within 90 days net,FCA,New Production Line,hydrocarbon process measurement,OPEN,V2
RFQ731-001551,CUST73100032,Evergreen Energy Systems B.V.,EPC Contractor,Chemical,Spain,EUR,within 30 days net,DAP,Process Expansion Project,plant utility measurement,OPEN,V2
RFQ731-001552,CUST73100020,Meridian Process Automation S.A.,End User,Pharmaceutical,Türkiye,EUR,within 45 days net,DAP,New Production Line,pharmaceutical process monitoring,OPEN,V2
RFQ731-001553,CUST73100172,Prime Measurement Technologies GmbH,End User,Research & Development,Germany,EUR,within 60 days net,CPT,Plant Modernisation Project,experimental process monitoring,OPEN,V2
RFQ731-001554,CUST73100110,Orion Measurement Technologies B.V.,System Integrator,Chemical,France,EUR,within 60 days net,CPT,Process Instrumentation Upgrade,process flow measurement,OPEN,V2
RFQ731-001555,CUST73100070,Advanced Automation Systems Ltd.,End User,Manufacturing,Germany,EUR,within 60 days net,DAP,Process Expansion Project,plant utility measurement,OPEN,V2
RFQ731-001556,CUST73100206,Delta Engineering Solutions FZE,End User,Engineering & EPC,United Arab Emirates,USD,within 30 days net,DAP,Utility Measurement Upgrade,measurement system implementation,OPEN,V2
RFQ731-001557,CUST73100010,Meridian Engineering Solutions FZE,EPC Contractor,Water & Wastewater,United Arab Emirates,USD,within 90 days net,EXW,New Plant Installation,treatment plant monitoring,OPEN,V2
RFQ731-001558,CUST73100218,Quantum Process Systems Ltd.,EPC Contractor,Water & Wastewater,India,EUR,within 30 days net,CPT,Process Instrumentation Upgrade,wastewater processing,OPEN,V2
RFQ731-001559,CUST73100031,Vector Engineering Solutions AG,End User,Water & Wastewater,United Kingdom,GBP,within 60 days net,CPT,New Plant Installation,utility water measurement,OPEN,V2
RFQ731-001560,CUST73100155,Dynamic Industrial Technologies GmbH,End User,Engineering & EPC,United Arab Emirates,USD,within 45 days net,EXW,Utility Measurement Upgrade,measurement system implementation,OPEN,V2
RFQ731-001561,CUST73100059,Global Industrial Technologies AG,End User,Power & Utilities,Spain,EUR,within 60 days net,FCA,Plant Modernisation Project,utility water measurement,OPEN,V2
RFQ731-001562,CUST73100150,Pioneer Industrial Services FZE,System Integrator,Oil & Gas,Italy,EUR,within 30 days net,CPT,Measurement System Upgrade,gas processing,OPEN,V2
RFQ731-001563,CUST73100247,Summit Engineering Solutions AG,End User,Food & Beverage,Italy,EUR,within 60 days net,FCA,Metering System Replacement,food production,OPEN,V2
RFQ731-001564,CUST73100191,Metrix Instrumentation S.A.,End User,Oil & Gas,Saudi Arabia,USD,within 45 days net,CPT,New Plant Installation,hydrocarbon process measurement,OPEN,V2
RFQ731-001565,CUST73100131,Global Engineering Solutions B.V.,End User,Pharmaceutical,India,EUR,within 60 days net,DDP,Utility Measurement Upgrade,controlled process measurement,OPEN,V2
RFQ731-001566,CUST73100227,Global Industrial Services GmbH,System Integrator,Pharmaceutical,India,EUR,within 30 days net,FCA,Measurement Infrastructure Upgrade,production process monitoring,OPEN,V2
RFQ731-001567,CUST73100069,Vector Engineering Solutions S.A.,End User,Chemical,India,EUR,within 60 days net,DAP,Plant Modernisation Project,plant utility measurement,OPEN,V2
RFQ731-001568,CUST73100100,Atlas Instrumentation Ltd.,End User,Chemical,Italy,EUR,within 90 days net,FCA,Metering System Replacement,plant utility measurement,OPEN,V2
RFQ731-001569,CUST73100012,Industrial Manufacturing Technologies AG,End User,Oil & Gas,United Kingdom,GBP,within 45 days net,CPT,Plant Modernisation Project,production measurement,OPEN,V2
RFQ731-001570,CUST73100186,Metrix Manufacturing Technologies FZE,Distributor,Manufacturing,Italy,EUR,within 60 days net,CPT,Plant Modernisation Project,production line monitoring,OPEN,V2
RFQ731-001571,CUST73100102,Horizon Instrumentation S.A.,End User,Power & Utilities,Türkiye,EUR,within 30 days net,CPT,Process Expansion Project,process monitoring,OPEN,V2
RFQ731-001572,CUST73100025,Advanced Measurement Technologies S.A.,End User,Oil & Gas,France,EUR,within 30 days net,CPT,Utility Measurement Upgrade,gas processing,OPEN,V2
RFQ731-001573,CUST73100128,Horizon Process Systems S.A.,EPC Contractor,Manufacturing,Spain,EUR,within 60 days net,DAP,Process Instrumentation Upgrade,process automation,OPEN,V2
RFQ731-001574,CUST73100037,Prime Automation Systems FZE,End User,Engineering & EPC,Germany,EUR,within 45 days net,CPT,Utility Measurement Upgrade,industrial process measurement,OPEN,V2
RFQ731-001575,CUST73100036,Atlas Industrial Technologies B.V.,End User,Engineering & EPC,Netherlands,EUR,within 60 days net,CPT,Process Instrumentation Upgrade,industrial process measurement,OPEN,V2
RFQ731-001576,CUST73100020,Meridian Process Automation S.A.,End User,Pharmaceutical,Türkiye,EUR,within 45 days net,DAP,Measurement Infrastructure Upgrade,pharmaceutical process monitoring,OPEN,V2
RFQ731-001577,CUST73100191,Metrix Instrumentation S.A.,End User,Oil & Gas,Saudi Arabia,USD,within 45 days net,CPT,Process Automation Project,hydrocarbon process measurement,OPEN,V2
RFQ731-001578,CUST73100117,Apex Process Automation FZE,End User,Pharmaceutical,France,EUR,within 60 days net,EXW,New Plant Installation,process water measurement,OPEN,V2
RFQ731-001579,CUST73100207,Nexon Process Automation B.V.,Engineering Company,Mining & Metals,Türkiye,EUR,advance payment,DAP,Process Instrumentation Upgrade,metallurgical process monitoring,OPEN,V2
RFQ731-001580,CUST73100090,Dynamic Measurement Technologies B.V.,End User,Mining & Metals,United Arab Emirates,USD,within 60 days net,DAP,Process Instrumentation Upgrade,process water measurement,OPEN,V2
RFQ731-001581,CUST73100094,Quantum Petrochemical Solutions B.V.,End User,Power & Utilities,Netherlands,EUR,within 60 days net,CPT,Process Instrumentation Upgrade,power plant process monitoring,OPEN,V2
RFQ731-001582,CUST73100143,Delta Process Systems S.A.,End User,Pharmaceutical,Germany,EUR,within 60 days net,CPT,Measurement System Upgrade,clean utility measurement,OPEN,V2
RFQ731-001583,CUST73100151,Dynamic Energy Systems AG,EPC Contractor,Pharmaceutical,Italy,EUR,within 90 days net,FCA,Process Automation Project,production process monitoring,OPEN,V2
RFQ731-001584,CUST73100076,Sterling Industrial Services B.V.,Engineering Company,Manufacturing,United Arab Emirates,USD,within 30 days net,DAP,Metering System Replacement,process automation,OPEN,V2
RFQ731-001585,CUST73100057,Advanced Energy Systems Ltd.,EPC Contractor,Food & Beverage,Türkiye,EUR,within 45 days net,FCA,Plant Modernisation Project,food production,OPEN,V2
RFQ731-001586,CUST73100131,Global Engineering Solutions B.V.,End User,Pharmaceutical,India,EUR,within 60 days net,DDP,Plant Modernisation Project,production process monitoring,OPEN,V2
RFQ731-001587,CUST73100243,Sterling Energy Systems GmbH,Distributor,Mining & Metals,Germany,EUR,within 90 days net,CPT,Utility Measurement Upgrade,plant utility monitoring,OPEN,V2
