rfq_id,customer_id,customer_name,customer_reference,project_reference,rfq_date,requested_delivery_date,quantity,currency,payment_terms,delivery_terms,customer_country,industry,primary_application,customer_type,target_configuration_id,target_package,target_generation_method,target_evidence_level,source_type,synthetic_version
RFQ731-000266,CUST73100097,Vector Automation Systems Ltd.,PROJECT-661666,Process Measurement Upgrade,2026-05-05,2026-10-31,3,EUR,within 60 days net,EXW,France,Pharmaceutical,Process validation,End User,CFG731_cf4bb519cec0df2f,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000267,CUST73100016,Quantum Automation Systems FZE,RFQ-952638,Flow Measurement Replacement,2026-03-28,2026-06-16,5,EUR,within 30 days net,CPT,Türkiye,Mining & Metals,Mineral processing,End User,CFG731_996314000fcfec4b,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000268,CUST73100244,Industrial Instrumentation B.V.,ENQ-618868,Flow Measurement Replacement,2026-02-03,2026-04-12,1,USD,within 30 days net,CPT,Saudi Arabia,Power & Utilities,Cooling water measurement,End User,CFG731_5be5a82ac0b29989,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000269,CUST73100073,Pioneer Manufacturing Technologies B.V.,RFQ-251097,New Production Line Project,2026-06-25,2026-08-07,1,EUR,within 30 days net,DDP,Netherlands,Chemical,Liquid flow measurement,EPC Contractor,CFG731_ba992c997be2c116,F731WD_DualChannel,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000270,CUST73100125,Delta Instrumentation Ltd.,ENQ-218590,Process Automation Project,2026-07-25,2026-10-16,1,EUR,within 30 days net,DDP,France,Power & Utilities,Steam measurement,Engineering Company,CFG731_7d6fec687910546d,G731ST-HT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000271,CUST73100086,Precision Process Systems GmbH,INST-351144,Plant Instrumentation,2026-04-30,2026-09-05,5,EUR,within 90 days net,CPT,Türkiye,Manufacturing,Industrial automation,End User,CFG731_32b4b1ec4513af66,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000272,CUST73100096,Global Industrial Technologies B.V.,ENQ-531277,Process Monitoring,2026-01-07,2026-06-08,1,EUR,within 30 days net,FCA,Spain,Water & Wastewater,Raw water measurement,System Integrator,CFG731_40e06ca56bd88fa1,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000273,CUST73100247,Summit Engineering Solutions AG,INST-916654,Flow Measurement Replacement,2026-03-08,2026-08-01,2,EUR,within 60 days net,FCA,Italy,Food & Beverage,Utility monitoring,End User,CFG731_4a4cb6513ab8e1f7,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000274,CUST73100225,Summit Automation Systems FZE,RFQ-793673,Measurement System Upgrade,2026-04-21,2026-06-19,1,EUR,within 30 days net,DAP,Türkiye,Food & Beverage,Utility monitoring,End User,CFG731_c353dea77be13566,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000275,CUST73100132,Nexon Manufacturing Technologies GmbH,INST-795480,Pipeline Monitoring Project,2026-04-27,2026-09-09,2,EUR,within 60 days net,FCA,India,Manufacturing,Cooling systems,EPC Contractor,CFG731_186348c5f967a6f7,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000276,CUST73100023,United Energy Systems GmbH,PROJECT-484913,Pipeline Monitoring Project,2026-05-04,2026-07-15,1,EUR,within 30 days net,EXW,India,Manufacturing,Production utilities,EPC Contractor,CFG731_4de012f7232f644d,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000277,CUST73100070,Advanced Automation Systems Ltd.,RFQ-546294,Flow Measurement Replacement,2026-04-27,2026-06-19,4,EUR,within 60 days net,DAP,Germany,Manufacturing,Cooling systems,End User,CFG731_671960d0fb04b698,G731ST-LT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000278,CUST73100107,Meridian Automation Systems S.A.,RFQ-283903,Process Measurement Upgrade,2026-03-27,2026-04-29,2,EUR,within 30 days net,CPT,Spain,Power & Utilities,Energy monitoring,Distributor,CFG731_dca3d8725270dd93,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000279,CUST73100115,Quantum Energy Systems Ltd.,INST-870119,Measurement Upgrade Project,2026-02-06,2026-03-19,3,EUR,within 45 days net,CPT,Türkiye,Oil & Gas,Pipeline measurement,Engineering Company,CFG731_2a62b8cc0f0cd468,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000280,CUST73100044,United Engineering Solutions S.A.,INST-372069,Measurement System Upgrade,2026-05-08,2026-09-22,3,EUR,within 60 days net,CPT,Netherlands,Power & Utilities,Utility monitoring,End User,CFG731_d647249920724d90,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000281,CUST73100145,Apex Instrumentation FZE,REQ-409238,Flow Measurement Replacement,2026-06-08,2026-09-09,1,USD,within 60 days net,CPT,United Arab Emirates,Mining & Metals,Slurry measurement,End User,CFG731_098da517f03c0deb,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000282,CUST73100245,Sterling Instrumentation GmbH,RFQ-210959,Process Monitoring,2026-07-29,2026-12-02,3,EUR,within 45 days net,CPT,Türkiye,Oil & Gas,Pipeline measurement,End User,CFG731_b7e47b5e3ac0c072,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000283,CUST73100200,Dynamic Process Automation Ltd.,RFQ-760942,Measurement System Upgrade,2026-04-24,2026-10-09,1,EUR,within 60 days net,DDP,Germany,Manufacturing,Process monitoring,End User,CFG731_e489ae1a5426e276,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000284,CUST73100101,Precision Engineering Solutions FZE,RFQ-809872,Measurement System Upgrade,2026-05-29,2026-07-17,2,EUR,within 30 days net,DAP,Germany,Mining & Metals,Process water,End User,CFG731_22da0d6030817265,G731ST-LT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000285,CUST73100041,Vertex Process Automation S.A.,REQ-516856,Flow Measurement Replacement,2026-07-02,2026-12-25,1,EUR,within 60 days net,FCA,Italy,Chemical,Batch process measurement,Distributor,CFG731_a20b10157efccecb,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000286,CUST73100057,Advanced Energy Systems Ltd.,PROJECT-170628,Process Expansion Project,2026-03-06,2026-07-30,1,EUR,within 45 days net,FCA,Türkiye,Food & Beverage,Production process measurement,EPC Contractor,CFG731_c3a136a8630f644d,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000287,CUST73100202,Integrated Petrochemical Solutions FZE,REQ-797331,Plant Instrumentation,2026-03-09,2026-07-23,2,EUR,within 90 days net,CPT,Italy,Mining & Metals,Mineral processing,End User,CFG731_d432b6fd40e9e78c,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000288,CUST73100045,Precision Energy Systems GmbH,RFQ-702269,Process Measurement Upgrade,2026-02-12,2026-06-24,1,EUR,within 45 days net,CPT,Türkiye,Pharmaceutical,Batch process measurement,Distributor,CFG731_8ce087647633b913,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000289,CUST73100195,Orion Process Automation Ltd.,INST-912300,Process Measurement Upgrade,2026-03-14,2026-08-27,4,USD,within 30 days net,FCA,Saudi Arabia,Oil & Gas,Gas measurement,End User,CFG731_a5e5e12c08e4e838,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000290,CUST73100099,Meridian Energy Systems GmbH,INST-666860,Process Measurement Upgrade,2026-05-14,2026-11-07,4,EUR,within 90 days net,CPT,India,Water & Wastewater,Utility water measurement,Distributor,CFG731_20e0d69972310e9f,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000291,CUST73100170,Integrated Energy Systems GmbH,INST-999466,Flow Metering Requirement,2026-02-16,2026-08-12,1,EUR,within 90 days net,FCA,France,Oil & Gas,Refinery process measurement,End User,CFG731_40b6e1db6c80bcc1,G731VG,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000292,CUST73100103,Pioneer Process Engineering B.V.,INST-785885,Measurement System Upgrade,2026-05-08,2026-07-15,1,USD,within 30 days net,DDP,Saudi Arabia,Power & Utilities,Cooling water measurement,End User,CFG731_5be9d749d8317fd3,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000293,CUST73100104,United Industrial Services FZE,RFQ-992184,Measurement System Upgrade,2026-07-23,2026-10-14,1,EUR,within 30 days net,FCA,Türkiye,Food & Beverage,CIP monitoring,System Integrator,CFG731_deb3d65220135a9e,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000294,CUST73100131,Global Engineering Solutions B.V.,RFQ-297241,Flow Metering Requirement,2026-01-19,2026-07-05,1,EUR,within 60 days net,DDP,India,Pharmaceutical,Clean utility monitoring,End User,CFG731_2e6a2f2496db9434,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000295,CUST73100091,Atlas Automation Systems Ltd.,ENQ-534442,Plant Instrumentation,2026-02-06,2026-05-20,3,USD,within 90 days net,CPT,Saudi Arabia,Pharmaceutical,Batch process measurement,End User,CFG731_5858277a5a994569,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000296,CUST73100139,Orion Process Automation AG,REQ-369051,Flow Measurement Replacement,2026-07-07,2026-11-27,4,EUR,within 30 days net,EXW,Türkiye,Food & Beverage,Liquid process measurement,End User,CFG731_d5af433b36265df1,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000297,CUST73100177,Integrated Petrochemical Solutions S.A.,RFQ-983750,Process Measurement Upgrade,2026-05-27,2026-07-26,5,EUR,within 60 days net,EXW,India,Engineering & EPC,Engineering project,End User,CFG731_fe9a409c6b2ba9cc,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000298,CUST73100133,Continental Process Systems GmbH,ENQ-147264,Process Measurement Upgrade,2026-03-23,2026-06-17,1,EUR,within 90 days net,CPT,Spain,Oil & Gas,Refinery process measurement,End User,CFG731_07fb816f7dc25bc8,F731TE,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000299,CUST73100169,Apex Engineering Solutions S.A.,INST-484518,Utility Measurement Project,2026-01-08,2026-06-16,3,EUR,within 30 days net,DAP,Germany,Power & Utilities,Energy monitoring,EPC Contractor,CFG731_97c654bf006e698e,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000300,CUST73100164,Nexon Measurement Technologies AG,PROJECT-416793,Measurement System Upgrade,2026-06-26,2026-08-06,3,EUR,within 60 days net,DAP,Türkiye,Chemical,Liquid flow measurement,End User,CFG731_2686ab8bb7012e53,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000301,CUST73100138,Delta Energy Systems B.V.,PROJECT-844628,Process Expansion Project,2026-07-17,2026-08-28,1,EUR,within 30 days net,FCA,Türkiye,Chemical,Batch process measurement,EPC Contractor,CFG731_467283c67651467d,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000302,CUST73100087,Nova Process Systems B.V.,INST-432888,Process Measurement Upgrade,2026-07-06,2026-10-24,5,USD,within 30 days net,CPT,United Arab Emirates,Pharmaceutical,Process water,System Integrator,CFG731_c39096767a7ae083,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000303,CUST73100108,Global Process Automation Ltd.,INST-506808,Process Measurement Upgrade,2026-04-22,2026-07-24,10,EUR,within 90 days net,DDP,France,Water & Wastewater,Wastewater monitoring,End User,CFG731_691a8f2ff165671d,G731CA,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000304,CUST73100237,Global Industrial Services FZE,INST-517870,Measurement System Upgrade,2026-06-27,2026-10-09,2,USD,within 60 days net,FCA,Saudi Arabia,Water & Wastewater,Utility water measurement,End User,CFG731_96c2ea74f0083869,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000305,CUST73100022,Precision Industrial Services AG,PROJECT-290526,Measurement System Upgrade,2026-03-31,2026-08-10,20,EUR,within 30 days net,DDP,Italy,Oil & Gas,Process monitoring,End User,CFG731_a9f22ebc14287e5d,F731PW,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000306,CUST73100063,Nova Process Automation AG,RFQ-347371,Measurement Upgrade Project,2026-06-23,2026-11-30,3,EUR,within 30 days net,CPT,Netherlands,Research & Development,Laboratory testing,EPC Contractor,CFG731_37fcb5ee957aede4,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000307,CUST73100182,Atlas Process Engineering FZE,ENQ-454176,Process Measurement Upgrade,2026-02-22,2026-06-20,4,USD,within 45 days net,EXW,Saudi Arabia,Manufacturing,Cooling systems,System Integrator,CFG731_77a90bfd81b5c2c1,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000308,CUST73100249,Summit Automation Systems S.A.,PROJECT-461195,Measurement Upgrade Project,2026-06-09,2026-09-01,3,EUR,within 60 days net,FCA,Netherlands,Oil & Gas,Refinery process measurement,EPC Contractor,CFG731_f8b0b03f1ea66d75,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000309,CUST73100166,Precision Instrumentation S.A.,ENQ-528417,Plant Instrumentation,2026-01-19,2026-03-16,2,EUR,within 45 days net,EXW,Netherlands,Water & Wastewater,Water treatment,End User,CFG731_f9fd6a4462ec051a,F731PW,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000310,CUST73100189,Dynamic Process Engineering AG,REQ-345267,Flow Measurement Replacement,2026-06-14,2026-11-12,10,EUR,advance payment,CPT,Italy,Manufacturing,Production utilities,End User,CFG731_db395082b1a3b8ac,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000311,CUST73100048,Prime Industrial Services FZE,INST-681934,Pipeline Monitoring Project,2026-07-22,2026-12-26,2,EUR,within 60 days net,DAP,Germany,Research & Development,Prototype testing,EPC Contractor,CFG731_515a31451814aae9,G731ST-LT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000312,CUST73100232,Vertex Process Engineering AG,REQ-409778,Measurement System Upgrade,2026-04-16,2026-07-17,1,EUR,within 45 days net,DAP,Netherlands,Chemical,Liquid flow measurement,End User,CFG731_fcf6a3b44d96735f,G731ST-HT,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000313,CUST73100105,Metrix Process Automation GmbH,ENQ-941859,Plant Instrumentation,2026-06-28,2026-11-06,2,GBP,within 60 days net,EXW,United Kingdom,Oil & Gas,Gas measurement,System Integrator,CFG731_b7fc2f4bee7659de,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000314,CUST73100007,Horizon Process Automation Ltd.,ENQ-473589,Process Measurement Upgrade,2026-04-30,2026-06-05,1,GBP,within 60 days net,CPT,United Kingdom,Mining & Metals,Slurry measurement,End User,CFG731_d647249920724d90,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000315,CUST73100120,Precision Process Engineering FZE,INST-806477,Measurement System Upgrade,2026-03-30,2026-07-03,2,EUR,within 30 days net,DAP,France,Engineering & EPC,Plant construction,End User,CFG731_338a3238e967f681,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000316,CUST73100140,Apex Manufacturing Technologies Ltd.,REQ-606634,Flow Metering Requirement,2026-01-14,2026-03-29,1,EUR,within 90 days net,DDP,France,Oil & Gas,Refinery process measurement,End User,CFG731_c6a3ff6155563d17,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000317,CUST73100051,Precision Instrumentation GmbH,ENQ-876976,Flow Measurement Replacement,2026-01-27,2026-06-19,2,USD,within 30 days net,EXW,United Arab Emirates,Oil & Gas,Pipeline measurement,End User,CFG731_dc7c891c14ea05d8,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000318,CUST73100175,Horizon Measurement Technologies GmbH,ENQ-571519,Instrumentation Package Project,2026-07-17,2026-09-02,10,EUR,within 60 days net,CPT,Italy,Chemical,Liquid flow measurement,EPC Contractor,CFG731_2ba3554cf8bf75c3,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000319,CUST73100228,Delta Process Automation FZE,PROJECT-142623,Measurement System Upgrade,2026-05-07,2026-06-30,2,EUR,within 30 days net,DAP,India,Food & Beverage,Production process measurement,End User,CFG731_c7f03c03f3d87576,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000320,CUST73100049,Delta Manufacturing Technologies GmbH,RFQ-792390,Process Measurement Upgrade,2026-07-05,2026-08-22,1,EUR,within 60 days net,FCA,Türkiye,Oil & Gas,Pipeline measurement,End User,CFG731_9c182e1af1606c9d,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000321,CUST73100192,Summit Process Systems S.A.,PROJECT-713408,Flow Measurement Replacement,2026-05-21,2026-06-23,1,USD,within 60 days net,CPT,United Arab Emirates,Oil & Gas,Gas measurement,End User,CFG731_7157b3d45716ad8f,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000322,CUST73100208,United Process Automation AG,RFQ-134947,Flow Measurement Replacement,2026-01-04,2026-05-30,2,EUR,within 30 days net,DAP,Türkiye,Research & Development,Pilot plant testing,End User,CFG731_20fe81ae7d0a406e,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000323,CUST73100020,Meridian Process Automation S.A.,INST-425633,Process Measurement Upgrade,2026-06-21,2026-09-12,1,EUR,within 45 days net,DAP,Türkiye,Pharmaceutical,Process validation,End User,CFG731_d124ccffa669c3a2,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000324,CUST73100122,Advanced Industrial Services B.V.,INST-850420,Process Measurement Upgrade,2026-07-14,2026-11-08,1,USD,within 90 days net,DDP,Saudi Arabia,Water & Wastewater,Raw water measurement,End User,CFG731_95e2d680672ff303,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000325,CUST73100250,Quantum Industrial Services GmbH,REQ-809161,Plant Modernization Project,2026-05-28,2026-09-28,4,EUR,within 30 days net,CPT,Germany,Chemical,Liquid flow measurement,EPC Contractor,CFG731_5be9d749d8317fd3,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000326,CUST73100210,Continental Engineering Solutions B.V.,RFQ-339935,Plant Instrumentation,2026-04-15,2026-07-01,1,EUR,within 45 days net,CPT,Spain,Chemical,Process control,End User,CFG731_72c610ffb054f7c4,G731ST-HT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000327,CUST73100092,Summit Instrumentation FZE,INST-839843,Pipeline Monitoring Project,2026-02-10,2026-05-01,1,EUR,within 60 days net,DAP,France,Mining & Metals,Mineral processing,Engineering Company,CFG731_b16b5f82b033935f,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000328,CUST73100106,Evergreen Industrial Technologies GmbH,PROJECT-609324,Flow Measurement Replacement,2026-02-10,2026-06-14,4,EUR,within 30 days net,FCA,India,Oil & Gas,Refinery process measurement,End User,CFG731_c670511258ae4a49,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000329,CUST73100218,Quantum Process Systems Ltd.,PROJECT-176368,Plant Modernization Project,2026-03-19,2026-05-18,2,EUR,within 30 days net,CPT,India,Water & Wastewater,Utility water measurement,EPC Contractor,CFG731_24a2c6ef94654845,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000330,CUST73100058,United Petrochemical Solutions FZE,REQ-311580,Utility Measurement Project,2026-02-03,2026-04-15,1,EUR,within 60 days net,CPT,Spain,Food & Beverage,Utility monitoring,EPC Contractor,CFG731_d258fff6b39ba941,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000331,CUST73100171,Precision Measurement Technologies AG,RFQ-757991,Measurement System Upgrade,2026-03-21,2026-06-22,2,EUR,advance payment,FCA,Germany,Power & Utilities,Process water measurement,End User,CFG731_d2a75fda6f761c1b,G731CA,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000332,CUST73100021,Nexon Process Systems B.V.,RFQ-321258,Plant Instrumentation,2026-07-18,2026-10-08,4,EUR,within 45 days net,DDP,Türkiye,Oil & Gas,Pipeline measurement,End User,CFG731_b1196e0942d6104e,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000333,CUST73100119,Metrix Petrochemical Solutions S.A.,ENQ-737554,Measurement System Upgrade,2026-05-11,2026-10-26,2,EUR,within 45 days net,FCA,India,Chemical,Batch process measurement,System Integrator,CFG731_a72f99e8160efda6,F731TE,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000334,CUST73100183,Sterling Energy Systems Ltd.,PROJECT-152919,Process Measurement Upgrade,2026-07-08,2026-11-25,1,GBP,within 60 days net,CPT,United Kingdom,Manufacturing,Cooling systems,End User,CFG731_b479671c7b7638f0,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-000335,CUST73100072,Orion Process Engineering Ltd.,RFQ-379111,Flow Measurement Replacement,2026-07-10,2026-09-21,20,EUR,within 90 days net,CPT,Germany,Chemical,Batch process measurement,End User,CFG731_b60961340903daf0,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000336,CUST73100221,Metrix Instrumentation GmbH,PROJECT-719491,Plant Instrumentation,2026-02-19,2026-07-03,1,EUR,within 45 days net,DAP,Türkiye,Pharmaceutical,Process validation,Distributor,CFG731_8e992ea7120efb71,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-000337,CUST73100180,Evergreen Process Systems GmbH,PROJECT-759514,Process Measurement Upgrade,2026-06-30,2026-09-04,2,EUR,within 30 days net,CPT,India,Oil & Gas,Gas measurement,End User,CFG731_ef211cb97feaddc8,F731PW,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000338,CUST73100009,Global Automation Systems Ltd.,PROJECT-910878,Flow Metering Requirement,2026-07-12,2026-12-22,2,EUR,within 30 days net,FCA,Spain,Engineering & EPC,Engineering project,End User,CFG731_1d7625425d9a9146,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-000339,CUST73100017,Vector Process Engineering Ltd.,RFQ-405435,Process Monitoring,2026-06-02,2026-07-28,2,EUR,within 45 days net,DAP,Türkiye,Water & Wastewater,Raw water measurement,Distributor,CFG731_f2b81de0fc70d489,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000340,CUST73100001,Horizon Manufacturing Technologies AG,RFQ-991112,Process Measurement Upgrade,2026-06-16,2026-07-22,4,EUR,within 30 days net,EXW,Spain,Power & Utilities,Process water measurement,End User,CFG731_2692d4e8945eb6ee,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-000341,CUST73100136,Vector Industrial Technologies AG,PROJECT-335527,Flow Measurement Replacement,2026-05-22,2026-08-22,10,EUR,within 45 days net,DAP,Germany,Manufacturing,Industrial automation,Distributor,CFG731_54eb49b16de55b41,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
